"sim","agg_loss","claim_count"
484,76149764.81,926
485,70861505.52,887
486,69444843.32,888
487,72609378.79,894
488,73623406.55,851
489,68526422.02,846
490,69581548.86,878
491,72788011.35,876
492,74281639.06,898
493,69720781.57,867
494,67951871.14,859
495,69108262.4,856
496,76834888.64,888
497,74426608.57,860
498,68390986.85,848
499,66727731.89,857
500,71112057.16,869
501,70339948.57,879
502,71601782.89,880
503,68679523.31,864
504,69881536,849
505,74563654.1,910
506,70093147.08,889
507,72812844.33,853
508,70179859.94,870
509,71158319.89,856
510,71339865.51,893
511,73696601.61,825
512,71783586.53,852
513,69198385.05,861
514,75587403.08,910
515,71153463.54,886
516,78668749.52,931
517,69794215.55,857
518,72457379.91,888
519,80962083.7,939
520,71528276.86,873
521,70000116.89,869
522,76077495.33,907
523,72221655,875
524,74424715.22,926
525,70200086.63,863
526,67518074.67,842
527,69133448.62,851
528,67110913.94,850
529,68271848.53,860
530,68888709.93,863
531,68970633.11,879
532,71405473.28,864
533,73168405.78,899
534,72783726.88,886
535,68977777.94,844
536,73327032.82,913
537,75675883.34,887
538,70764927.86,855
539,66878810.66,861
540,73823144.61,915
541,68204556.77,856
542,75708288.33,915
543,72251273.51,893
544,72881684.61,868
545,63039923.04,797
546,77458107.63,897
547,75306847.71,884
548,67441021.93,827
549,75905536.48,914
550,73924401.16,890
551,72119978.42,872
552,71418141.17,884
553,68306876.86,882
554,71003611.83,888
555,69925571.17,860
556,69089243.06,881
557,68777237.77,843
558,73871845.53,894
559,67126783.2,857
560,70499946.98,845
561,67871107.99,876
562,73949546.37,886
563,73768733.61,867
564,75621328.32,901
565,70074604.75,868
566,69920994.87,877
567,71789444.88,866
568,71086195.94,834
569,72902026.61,853
570,66585224.41,837
571,71059474.4,882
572,71266572.09,846
573,71318369.9,892
574,70204271.52,876
575,71838376.6,878
576,66426978.89,822
577,71769649.61,900
578,69873343.19,840
579,71886371.71,881
580,72924732.18,901
581,71407050.98,871
582,71512754.51,876
583,67968569.19,836
584,73087989.98,865
585,69782398.85,876
586,69040645.36,868
587,71356893.23,896
588,71258939.64,868
589,76292627.27,936
590,73306392.17,902
591,71028149.11,866
592,73862780.61,908
593,70387174.83,870
594,69246899.37,862
595,67893237.28,884
596,70291275.64,845
597,74997961.8,916
598,70270240.65,910
599,75939408.12,910
600,69423414.26,888
601,69398768.96,876
602,76766747.25,925
603,72199059.53,910
604,78387401.09,888
605,71310118.05,817
606,78509839.47,945
607,72333172.59,891
608,68895821.4,879
609,79487041.46,926
610,66302387.4,846
611,70073091.41,856
612,70143694.09,878
613,73714456.64,868
614,68988291.4,866
615,72594496.45,872
616,68401272.14,841
617,73582524.11,903
618,77666260.54,922
619,70095800.14,855
620,73913063.28,908
621,75343242.06,927
622,68677108.1,858
623,75115558.99,906
624,65972548.53,846
625,73125789.06,875
626,68519927.88,839
627,67991836.49,852
628,71914674.49,867
629,66949848.97,854
630,71319968.72,863
631,75133684.28,872
632,66975125.73,851
633,66187753.01,825
634,68062793.61,831
635,67179058.69,829
636,70831262.7,859
637,78222846.01,922
638,76173661.97,917
639,76216080.34,922
640,71949332.93,887
641,72746916.44,940
642,68108130.33,861
643,76759986.59,905
644,79020482.76,871
645,69021208.42,904
646,70219067.94,876
647,70948043.26,902
648,78411699.27,902
649,74068225.87,851
650,71519708.44,879
651,71455920.87,908
652,66848136.48,829
653,73468298.07,907
654,71873860.33,855
655,69972075.18,853
656,71436436.71,894
657,70794428.47,891
658,73896985.86,883
659,70691741.45,878
660,71290640.74,840
661,71164208.65,886
662,70009672.67,865
663,71640516.11,875
664,67673068.4,817
665,67208125.09,828
666,74108942.63,908
667,67915038.4,863
668,68421815.75,862
669,68785568.04,874
670,70722506.08,842
671,68215057.74,868
672,81552514.89,900
673,68980570.21,849
674,70421015.62,835
675,74654645.42,915
676,74957547.09,891
677,65552154.8,836
678,75355237.54,905
679,74081827.49,922
680,71611548.56,881
681,69502571.41,883
682,68694551.81,833
683,68987716.64,862
684,74509555.14,931
685,74671009.6,890
686,68737867.85,875
687,79375585.15,933
688,69090370.19,880
689,72576235.19,837
690,69170538.47,849
691,71168234.42,859
692,76761037.43,917
693,72762997,878
694,71342831.13,869
695,69509397.14,875
696,71088453.26,871
697,67568031.31,830
698,76282961.82,918
699,71303003.2,877
700,73758909.73,890
701,65341463.07,821
702,73908511.89,917
703,73758284.63,894
704,67388361.85,841
705,68418999.47,848
706,76016406.99,905
707,73094628.32,879
708,69622868.36,878
709,68332527.68,844
710,67879421.37,851
711,74439349.69,763
712,70301338.16,841
713,74732687.21,849
714,73840239.41,880
715,66980984.59,858
716,69438844.87,867
717,69275047.36,838
718,68280377.16,817
719,68526823.54,859
720,73795985.03,914
721,71429382.5,865
722,79289426.18,940
723,65574484.25,802
724,72280196,907
725,68455054.68,855
726,69084922.24,871
727,72166815.1,866
728,73149531.22,905
729,73353697.36,868
730,67125090.79,840
731,72290451.11,867
732,67807960.11,838
733,69479019.24,840
734,65862994.1,820
735,72531902.39,878
736,78858987.29,907
737,71337979.26,875
738,73739708.51,878
739,69779306,850
740,69046895.19,861
741,67513589.71,852
742,75026173.94,883
743,71314232.41,900
744,69368958.91,883
745,68147886.93,835
746,70744495.94,824
747,72910296.57,849
748,69084696.78,837
749,69687072.45,853
750,72493962.78,877
751,71076637.89,859
752,69442888.24,884
753,70169485.55,866
754,73017763.04,893
755,75463785.05,891
756,75829176.88,922
757,72929685.8,893
758,74096842.85,892
759,69857012.96,872
760,72117082.9,902
761,69128103.66,847
762,77619010.14,906
763,71057537.59,901
764,69627195.72,871
765,70269283.8,852
766,74007025.91,886
767,75210732.7,937
768,79865350.58,904
769,69175376.73,844
770,73798303.95,935
771,74850672.88,890
772,67822695.99,856
773,72716543.72,894
774,73914685.06,891
775,70940607.93,893
776,73191812.32,911
777,72398620.32,881
778,72434000.82,847
779,73666596.98,907
780,74607582.8,897
781,72478287.53,893
782,76927695.63,923
783,69927533.17,891
784,75066715.15,909
785,68289852.14,858
786,71819411.32,893
787,69874826.66,876
788,69919091.01,902
789,73121025.65,873
790,73615288.55,893
791,75448724.89,907
792,75345800.24,857
793,76738923.75,915
794,76573145.28,915
795,71243098.37,879
796,70425107.19,856
797,71801835.8,881
798,70321784.51,855
799,65228374.71,819
800,67608342.35,841
801,71171630.59,876
802,72668473.87,900
803,68460332.4,828
804,69373884.13,859
805,70955178.15,894
806,72432859.19,865
807,68186264.27,859
808,71406244.55,879
809,74894159.69,889
810,67626016.38,834
811,73866093.01,871
812,65604193.16,800
813,72855966.66,886
814,66221336.23,838
815,72372849.02,872
816,73709267.54,873
817,75940789.97,872
818,76128147.46,872
819,77101860.49,899
820,68047583.18,855
821,76148657.89,906
822,68232260.87,854
823,69364579.32,880
824,72686112.92,852
825,65905148.45,826
826,71311887.95,877
827,70416213.4,877
828,69892757.66,903
829,70282692.18,886
830,75204662.32,924
831,69720867.87,872
832,70128660.23,862
833,71499968.24,883
834,74690754.16,859
835,70991492.58,881
836,71001662.61,904
837,71323472.41,873
838,73852731.38,893
839,71673131.82,891
840,73041280.33,941
841,74615745.62,916
842,77281064.09,922
843,66971911.72,831
844,74827397.89,870
845,71955739.59,899
846,71154046.18,876
847,73210101.75,907
848,68538711.44,865
849,66012532.94,846
850,66512870.62,824
851,71628659.61,882
852,67388736.75,861
853,69964147.42,862
854,73474859.27,916
855,71548279.12,871
856,71026031.87,876
857,74961188.17,900
858,69281905.15,870
859,67543635.66,832
860,71368895.55,898
861,74092966.17,916
862,65207534.22,814
863,71458390.72,867
864,70179087.73,858
865,73896339.6,871
866,65773295.67,833
867,69969468.37,881
868,65310581.23,814
869,74435987.68,905
870,68562915.99,874
871,72002358.05,892
872,69049713.12,826
873,75792936.64,938
874,73581502.06,919
875,73859298.79,906
876,72997705.83,852
877,70668170.63,859
878,68800647.93,835
879,71292740.67,859
880,70453075.45,845
881,79305391.6,908
882,76693398.85,946
883,70758198.56,854
884,72568362.7,887
885,73890286.52,912
886,73913118.52,896
887,70874156.64,883
888,71734420.95,873
889,70736675.81,856
890,68758647.42,830
891,72838226.05,894
892,66861410.44,838
893,65798405.18,822
894,74990147.11,906
895,74125135.65,918
896,72169643.7,856
897,73312776.74,888
898,70728214.88,849
899,71430471.63,877
900,71707461.19,871
901,71774841.6,882
902,70659807.66,885
903,75768001.9,893
904,72248375.86,885
905,78785548.24,892
906,69429502.79,856
907,66830040.45,821
908,64936635.48,825
909,67352278.2,856
910,72947073.16,870
911,70095784.32,864
912,72872756.68,869
913,71281484.94,888
914,69950949.01,854
915,67985390.31,866
916,70494085.09,872
917,71244484.57,871
918,62677781.83,789
919,72763467.96,889
920,71027647.2,840
921,67845436.5,843
922,72609738.27,937
923,66369468.3,809
924,74774114.3,896
925,64558038.25,824
926,70318275.59,881
927,81857177.85,930
928,65656639.2,867
929,73101669.76,868
930,67210177.21,837
931,74261243.76,927
932,70272616.54,868
933,71265264.21,885
934,75752905.73,920
935,71318050.33,874
936,66399937.35,823
937,69235502.3,856
938,75359560.05,940
939,68847335.16,840
940,74448800.5,929
941,72918184.65,896
942,76987967.02,916
943,68614136.99,859
944,67893582.78,845
945,65107493.6,826
946,78698303.27,921
947,71218399.2,896
948,71294890.98,891
949,66639937.79,854
950,63940057.29,816
951,68748504.6,859
952,70247339.3,859
953,68627707.49,844
954,72823894.7,908
955,72341157.2,914
956,74463827.93,887
957,69646579.55,859
958,65059969.61,839
959,69145019.33,872
960,64637111.8,822
961,69898205.23,868
962,73865672.09,868
963,75480900.46,938
964,72188103.91,895
965,72043027.55,898
966,71764764.9,870
967,72850204.11,879
968,73633779.5,929
969,67648610.11,854
970,69350563.62,862
971,69864680.14,854
972,69306328.15,869
973,67580492.4,852
974,73787429.51,887
975,66664804.04,822
976,69640068.13,862
977,71613103.67,846
978,73805696.54,894
979,73455990.15,881
980,74294633.5,937
981,78941033.35,948
982,73303544.83,910
983,70395709.72,870
984,73817998.48,890
985,71044561.7,858
986,69029418.22,876
987,71417803.07,870
988,72093976.92,904
989,69998990.81,880
990,71198909.92,891
991,70550980.67,875
992,73420319.61,891
993,65391963.98,858
994,75940024.9,888
995,68123952.4,868
996,73520682.62,912
997,68682456.19,820
998,69197845.78,816
999,78653127.59,897
1000,66437986.78,852
1001,68328911.15,848
1002,74912010.76,902
1003,70206113.31,863
1004,70013445.36,846
1005,76389018.75,913
1006,73867550.8,851
1007,77480102.81,945
1008,72562266.16,873
1009,73121241.61,894
1010,64400111.69,836
1011,74204705.85,863
1012,71040495.38,889
1013,69419102.93,853
1014,68708566.47,859
1015,70784996.13,856
1016,71281736.97,875
1017,76629014.91,906
1018,69720506.64,855
1019,73932844.96,828
1020,72588901.07,904
1021,70979258.8,890
1022,68964331.54,866
1023,68772206.79,832
1024,69488287.8,838
1025,70629900.75,877
1026,67588529.18,857
1027,70610623.73,880
1028,75815306.32,923
1029,70685410.58,854
1030,77502622.57,937
1031,74569014.32,898
1032,69060523.16,876
1033,74355215.93,845
1034,66205454.23,826
1035,72569057.93,871
1036,69206058.49,866
1037,67926080.65,854
1038,65068482.71,813
1039,68039227.52,875
1040,68896065.89,848
1041,68212505.25,832
1042,65652215.31,829
1043,70854697.93,865
1044,74669974.21,861
1045,73453257.28,925
1046,72847614.48,883
1047,71311681.48,835
1048,76512951.86,923
1049,66464127.15,847
1050,69519461.41,843
1051,77142854.89,902
1052,71795027.48,919
1053,74144820.77,927
1054,68463847.28,850
1055,68816910.61,837
1056,69924037.22,876
1057,75196637,915
1058,72716171.79,883
1059,67576626.8,873
1060,68505058.76,846
1061,77185268.03,860
1062,75036710.96,901
1063,76132409.51,914
1064,72741793.98,878
1065,72970763.68,899
1066,72604851.05,895
1067,80887616.97,887
1068,75022995.84,879
1069,67358893.91,842
1070,73238946.79,893
1071,74171811.06,923
1072,68099492.34,854
1073,65623356.06,813
1074,74936490.96,914
1075,72816207.82,907
1076,69791322.67,822
1077,73086829.32,888
1078,74018278.83,930
1079,66682068.31,828
1080,76921824.07,911
1081,73227614.34,882
1082,75088329.2,903
1083,71031030.53,855
1084,70024350.02,853
1085,69650044,868
1086,67875704.67,858
1087,68624422.45,872
1088,67098581.86,845
1089,71219705.15,864
1090,71261254.17,876
1091,70241189.25,849
1092,72707090.74,883
1093,73510024.03,864
1094,71732467.21,878
1095,65203206.99,820
1096,68710501,855
1097,74959616.05,914
1098,74253617.42,892
1099,73122171.42,874
1100,65802396.84,829
1101,71429653.97,881
1102,69966244.77,873
1103,69603124.48,829
1104,71922872.98,858
1105,73804801.3,884
1106,73321339.29,880
1107,74094912.18,870
1108,72480414.29,913
1109,71875601.14,866
1110,73573243.74,905
1111,69305639.15,880
1112,71531701.58,886
1113,68151246.81,846
1114,72684704.28,912
1115,70061395.58,848
1116,66759474.71,812
1117,71756080.92,870
1118,73618882.48,875
1119,69011918.57,846
1120,71440979.08,825
1121,70765922.03,862
1122,71126750.74,896
1123,75209734.88,877
1124,72360997.37,881
1125,71360723.51,877
1126,72419001.39,882
1127,67799038.72,830
1128,70741896.32,876
1129,76497285.32,967
1130,71185764.09,867
1131,71387163.13,865
1132,70343089.21,840
1133,73249170.36,889
1134,75953228.59,888
1135,74288863.77,927
1136,70818045.61,854
1137,74076987.12,918
1138,76048624.1,907
1139,71393301.32,893
1140,73753881.54,879
1141,71788872.36,876
1142,71031290.29,898
1143,71845261.03,877
1144,68047522.11,857
1145,79544352.04,867
1146,67463870.15,851
1147,70729669.69,874
1148,68613301.58,853
1149,69505641.54,860
1150,71297256.16,855
1151,70221329.26,858
1152,73737971.21,872
1153,68654246.96,836
1154,74519347.7,889
1155,67143134.53,836
1156,67946284.76,877
1157,72192983.86,894
1158,70505615.84,854
1159,70179636.3,909
1160,79259228.76,910
1161,74145392.79,901
1162,76469848.06,879
1163,73838685.75,891
1164,69113218.39,875
1165,72522136.85,868
1166,68195903.57,816
1167,66291010.76,834
1168,71594793.93,860
1169,65792047.33,839
1170,74396613.65,897
1171,71194722,891
1172,71952619.99,895
1173,72344599.35,907
1174,73577450.25,881
1175,80265837.13,927
1176,70368491.13,889
1177,71949484.3,862
1178,68207696.68,865
1179,65819456.23,826
1180,70299100.55,855
1181,67128005.91,847
1182,69804198.2,874
1183,71164462.85,886
1184,72838997.56,940
1185,77543996.1,871
1186,71104868.59,880
1187,66811249.57,819
1188,76688824.84,936
1189,66666545.95,808
1190,71300605.75,930
1191,67766378.36,832
1192,72427869.69,890
1193,70859930.98,849
1194,69919108.63,848
1195,70163736.83,864
1196,69139059.8,852
1197,69556704.31,873
1198,70303122.37,817
1199,70498992.09,904
1200,72108534.59,888
1201,76794585.23,931
1202,75325954.14,910
1203,71006792.96,840
1204,69516301.23,855
1205,67611090.99,830
1206,72313364.96,904
1207,66970505.54,857
1208,68235498.29,877
1209,79533501.96,880
1210,72160873.35,885
1211,66774164.46,843
1212,74676864.41,912
1213,70820559.89,868
1214,71769392.48,862
1215,66944475.68,822
1216,70253613.15,848
1217,70870854.77,899
1218,69095832.54,849
1219,67862841.88,857
1220,72566954.94,903
1221,68975463.34,884
1222,72823895.15,882
1223,75667484.26,862
1224,72340869.39,875
1225,75728792.25,937
1226,69639036.32,866
1227,73967343.31,890
1228,69888716.26,869
1229,71464886.33,879
1230,70481021.7,862
1231,73113905.63,923
1232,74356563.62,911
1233,73835086.62,867
1234,66518128.3,832
1235,69074136.7,878
1236,71916672.52,888
1237,82697784.71,930
1238,70116516.59,854
1239,68131421.44,862
1240,72397707.96,880
1241,67402415.89,867
1242,75225005.12,919
1243,69347395.08,856
1244,67974508.69,799
1245,73191725.1,899
1246,69740285.29,860
1247,68522688.34,839
1248,76222779.99,856
1249,74198941.27,892
1250,70968805.47,863
1251,69999870.62,882
1252,69760687.4,862
1253,73087180.31,884
1254,71209016.26,885
1255,69483998.01,880
1256,70976763.51,853
1257,75234325.12,894
1258,75654245.8,914
1259,69725363.28,839
1260,71131797.27,862
1261,74331158.51,914
1262,77525855.8,901
1263,71583013.47,899
1264,72874894.7,896
1265,69926348.01,837
1266,68739097.06,859
1267,74171678.03,886
1268,69956747.88,866
1269,73619036.07,875
1270,67086305.82,850
1271,76427888.83,892
1272,73044412.64,898
1273,73428276.87,917
1274,70533160.15,898
1275,74202524.82,881
1276,69758949.54,862
1277,76518908.55,906
1278,70679482.92,844
1279,78254878.09,959
1280,70739173.26,856
1281,70450242.31,857
1282,72817099.86,881
1283,76131965.71,923
1284,71078364.04,873
1285,72312148.41,890
1286,70591813.51,890
1287,73617738.84,905
1288,71570001.29,876
1289,70510230.29,882
1290,73705566.24,866
1291,75777722.92,908
1292,78003655.06,916
1293,70654856.52,861
1294,68655671.22,842
1295,70856758.12,837
1296,76664118.33,945
1297,70480474.26,872
1298,70942305.55,894
1299,73350757.57,882
1300,63008429.51,820
1301,68079916.33,846
1302,69776681.21,888
1303,74558962.17,891
1304,67223861.52,848
1305,74634881.65,858
1306,68184792.1,827
1307,67259583.64,827
1308,79399040.71,905
1309,72747729.76,887
1310,69003322.72,893
1311,71082332.05,867
1312,76582000.96,927
1313,70472034.93,871
1314,70296519.19,871
1315,77374046.79,892
1316,70376226.81,860
1317,71279074.32,865
1318,71321333.25,883
1319,77730984.77,915
1320,71067261.7,880
1321,71339656.81,876
1322,71132435.97,810
1323,68947227.14,866
1324,68348594.91,848
1325,73622271.5,903
1326,67434844.46,839
1327,71678017.14,868
1328,71123625.09,886
1329,75444423.23,941
1330,69450436.87,860
1331,82195833.15,916
1332,72775219.72,895
1333,76197822.73,918
1334,73533118.05,895
1335,73558972.55,919
1336,71722131.7,867
1337,72040582.62,848
1338,68074946.96,854
1339,67933969.27,838
1340,67309978.6,858
1341,72708131.19,890
1342,76342830.28,873
1343,75431686.01,873
1344,70043230.48,850
1345,72421721.92,885
1346,67624983.66,816
1347,71252713.48,872
1348,68704361.02,830
1349,71056436.57,859
1350,72815916.96,860
1351,72291206.99,881
1352,71734895.05,862
1353,68775457.55,853
1354,73221091.46,936
1355,74121431.95,899
1356,67469942.99,855
1357,68955076.57,861
1358,70098185.34,879
1359,67576550.24,859
1360,68111401.22,845
1361,73075705.69,876
1362,70505667.79,884
1363,70547950.46,882
