"sim","agg_loss","claim_count"
184,3763803156.62297,1501
185,4661011807.80213,1425
186,4525126645.79718,1392
187,3786457206.82328,1399
188,4289571001.60116,1481
189,3597952889.95837,1485
190,5750088631.1462,1547
191,2925947399.31518,1346
192,3683923272.85087,1441
193,3241821505.27708,1391
194,4337458523.22268,1396
195,3443612667.27309,1406
196,4856794120.56096,1564
197,4754659595.0807,1470
198,3737581762.11353,1425
199,4391099693.4462,1419
200,4308843225.39835,1566
201,3911374062.97222,1556
202,3945520302.05258,1336
203,2824059841.94834,1364
204,3735467217.22541,1404
205,3785482600.13561,1359
206,3647687483.37707,1386
207,3251702719.33928,1347
208,3263297987.31749,1394
209,5172322832.51323,1659
210,3224780470.66092,1469
211,4307814152.47422,1449
212,6776063818.03992,1522
213,3223956079.56869,1335
214,3760828999.47673,1400
215,4023949662.0868,1330
216,3320855639.87498,1345
217,4005793260.65968,1473
218,4155357355.13095,1477
219,3671642166.77375,1315
220,3963439192.40369,1479
221,3535032931.0119,1382
222,4430178828.32341,1494
223,3544876789.03041,1433
224,4667250118.52094,1491
225,4588865728.93115,1424
226,3585778992.06395,1498
227,4572496893.89853,1575
228,3935444700.8052,1457
229,3833786329.9608,1343
230,3244369743.58956,1269
231,3347286543.87389,1308
232,3252084998.8475,1343
233,3915098536.65841,1379
234,3649157511.8467,1379
235,3322543544.68601,1234
236,3580330953.76698,1350
237,4489939774.29413,1422
238,4144996117.81302,1398
239,3299091711.16182,1423
240,5624606975.40867,1376
241,4722945904.88017,1441
242,4729472829.92278,1652
243,3693014612.75246,1363
244,5183869226.50221,1440
245,6520600225.89366,1447
246,4204970707.53808,1412
247,4666164151.35188,1523
248,3573162622.42578,1514
249,5385389716.9904,1445
250,3773328294.09973,1442
251,3270034026.21086,1341
252,3850932512.49133,1363
253,3295250352.94298,1463
254,3867988415.43123,1302
255,3594330858.52035,1333
256,3355723783.82738,1356
257,4184557258.28245,1424
258,3156193794.87324,1274
259,3556393248.05809,1538
260,3874380422.39177,1355
261,3148252151.31446,1286
262,3904453120.70194,1454
263,5254300096.0598,1385
264,3496619194.95676,1477
265,9993257797.35225,1489
266,3907026881.69132,1488
267,2867267228.20047,1412
268,3601302490.28473,1428
269,4730129998.32269,1466
270,3280681316.62691,1265
271,3173604349.78391,1431
272,3558724328.69103,1321
273,3372161423.74615,1388
274,3165838950.46306,1384
275,3732822884.02231,1317
276,4038120729.01219,1343
277,3607643488.65969,1436
278,4923021183.0011,1474
279,5077500344.3006,1372
280,4641058744.75709,1374
281,3344419704.74933,1596
282,4560320777.92589,1349
283,3831684590.26788,1444
284,5678242265.5033,1604
285,5373815271.98826,1325
286,2745419310.89356,1263
287,3922603692.98206,1384
288,4406376112.40861,1511
289,3871025915.17396,1377
290,4246992410.0903,1463
291,3898415406.44324,1484
292,3471076915.23379,1499
293,3819868674.2435,1379
294,4187651055.52199,1436
295,3295238188.08237,1366
296,3548220106.42241,1218
297,2775997333.66088,1286
298,3192424918.26934,1360
299,3589937155.20977,1406
300,3072077506.77445,1410
301,3661001466.5099,1497
302,4059321813.50623,1423
303,3894614566.30027,1358
304,3489689623.98068,1493
305,2719278554.55062,1343
306,4703537090.62877,1445
307,3852326813.10677,1534
308,4099949197.04646,1305
309,3209191473.69452,1421
310,3872122399.43713,1411
311,3825529657.76635,1602
312,3426848002.31977,1410
313,3185165942.98179,1316
314,3559948484.78795,1348
315,3269533486.67897,1345
316,3677969384.49298,1321
317,5391210304.40245,1335
318,2872227464.15188,1315
319,4041447454.8217,1378
320,4182541481.80852,1425
321,3957830099.04893,1352
322,3186479643.53538,1301
323,3970669046.53939,1412
324,4097413470.62992,1242
325,5189932663.98244,1521
326,3767260705.56397,1461
327,6154558741.249,1469
328,4157210105.0542,1417
329,3071028582.57774,1315
330,4110429756.58713,1425
331,4346192062.47024,1429
332,3565731076.82486,1428
333,4277735895.80375,1446
334,5734276004.39376,1368
335,4311646172.94429,1425
336,3998622003.87862,1344
337,3403805114.70848,1265
338,3592729650.9792,1379
339,3903610056.55962,1391
340,4434940501.20663,1401
341,3275826960.95415,1333
342,4013688194.47152,1510
343,3515324845.0067,1433
344,4048863834.70222,1423
345,3244277904.09938,1384
346,3784627665.22336,1374
347,2886598051.61049,1346
348,4033810948.01499,1428
349,3432281031.06083,1456
350,4346379642.74721,1500
351,4213469513.06432,1411
352,3294009925.71025,1362
353,5235537266.96682,1409
354,3746770015.28414,1335
355,4967599073.87928,1517
356,3984947811.38509,1455
357,4539513535.64411,1509
358,3840570101.98037,1478
359,4205141027.59954,1521
360,4076241199.68395,1386
361,3476219839.82706,1352
362,3821780377.87271,1347
363,4709226129.67953,1436
364,4190501212.50214,1398
365,4007513845.08143,1362
366,5922368913.69987,1410
367,3252716046.73293,1366
368,3621756013.71096,1464
369,3013561791.84697,1294
370,3416473337.05954,1332
371,4019922641.56033,1456
372,3853763491.44752,1447
373,3346228423.06456,1290
374,4299407509.46167,1526
375,5798893783.31878,1406
376,5351279356.81155,1469
377,3332015817.1103,1340
378,3522269594.903,1512
379,5246142232.40986,1312
380,3783070700.553,1459
381,3558035915.42363,1342
382,3910167057.89304,1384
383,3235078084.8046,1451
384,3665533960.27952,1438
385,3578621469.93241,1394
386,4508053922.30218,1423
387,5156339678.75826,1488
388,3500540523.35499,1271
389,3621353891.3767,1323
390,3525247071.58923,1357
391,3339230558.75666,1281
392,3716113734.66068,1331
393,4678199753.36903,1416
394,3838216887.62344,1312
395,4300426749.57248,1390
396,5016700446.04211,1436
397,4343528181.0046,1322
398,4372776670.39733,1388
399,3201544702.74201,1319
400,3640441005.79374,1379
401,3640561967.94689,1388
402,3617666874.10888,1402
403,4873167637.68104,1422
404,3044540315.27222,1377
405,3810852747.66895,1424
406,2887905967.47229,1351
407,3961182260.48616,1436
408,4012998136.49924,1438
409,4267952950.44509,1449
410,3960499642.61634,1408
411,3641012713.3792,1367
412,3034048709.41211,1315
413,4842457204.53957,1489
414,4405809580.18948,1338
415,6146753386.38349,1351
416,4084494529.03285,1537
417,3387363089.59636,1378
418,4670533939.96463,1512
419,3736466859.89569,1404
420,5142524869.55589,1504
421,4375799604.80821,1439
422,4051439693.83712,1413
423,3576012557.32026,1381
424,3944739444.61656,1323
425,3516823722.45502,1448
426,4529488925.34807,1514
427,3616425688.96478,1316
428,3744522719.88999,1470
429,4026617741.9593,1306
430,2870979153.46045,1379
431,4269272975.03342,1572
432,3524749626.9329,1259
433,3993825638.2599,1386
434,3405180254.67237,1338
435,3140671788.059,1289
436,3687326309.44802,1453
437,3584772092.93826,1413
438,3536673653.67861,1485
439,3968925863.40241,1323
440,4178411923.63436,1494
441,3326544022.02237,1368
442,3540376476.10459,1372
443,4283614743.12015,1225
444,3839006440.59803,1363
445,5112558232.85589,1397
446,3631091366.1045,1404
447,3659482243.34494,1267
448,3544994756.52203,1312
449,3610559278.23609,1515
450,3757115930.8024,1359
451,3930711316.61434,1335
452,3749297557.88799,1329
453,5523564795.1339,1297
454,3989503889.70675,1410
455,4237642744.50689,1472
456,4549473911.36006,1345
457,4283606613.34543,1297
458,5612309106.79872,1622
459,3726132272.49316,1490
460,3907863988.33037,1431
461,4121437779.17129,1496
462,3531604096.50275,1404
463,3981389283.18598,1429
464,3570655266.9235,1342
465,4073777135.11408,1351
466,4502443974.05046,1370
467,5224551405.23679,1380
468,3410315245.77797,1451
469,5324218371.50731,1390
470,3238527989.58973,1293
471,5391187129.06604,1330
472,4197712036.17742,1407
473,3292162342.48169,1423
474,3058124892.43041,1387
475,3913761516.88456,1368
476,4038617699.24709,1481
477,2894208710.29477,1276
478,3454178309.49487,1402
479,4296272357.55673,1398
480,4124613463.72678,1390
481,3751275974.62922,1505
482,4212535388.96457,1398
483,4882650160.23381,1428
484,3923431998.6026,1448
485,3482965164.28798,1290
486,3745933550.96068,1413
487,5968226119.108,1403
488,3241937860.55095,1287
489,3527298099.73682,1312
490,3420255108.14573,1331
491,4415401682.32667,1419
492,3360946772.00687,1246
493,3919630345.34551,1424
494,3192350149.13057,1314
495,3489948365.55061,1361
496,3925166241.15398,1356
497,3838124822.51689,1450
498,3453202834.54738,1430
499,3995571151.37343,1364
500,3387110830.74484,1302
501,3808060726.36716,1393
502,4347913356.32472,1585
503,3547075273.21144,1393
504,3501886550.89586,1421
505,4684772698.55651,1465
506,3683398860.66635,1463
507,4169547990.21786,1444
508,3689609767.42283,1537
509,3823832211.12744,1384
510,3093340497.64226,1341
511,4521863881.6712,1437
512,4442723670.00418,1481
513,4033425815.79599,1467
514,3838769585.3551,1268
515,3621254055.72171,1368
516,3429794582.93843,1444
517,3404668686.9452,1359
518,3591376757.11647,1286
519,5874034911.65949,1460
520,3229588422.62312,1356
521,4226743438.00117,1398
522,3558282691.24071,1461
523,3846897841.26551,1262
524,3596968679.315,1401
525,4329487356.16936,1435
526,3886054393.92034,1493
527,6158209563.89616,1481
528,4178559061.29578,1247
529,3538274632.23044,1386
530,4690375107.28252,1548
531,4648968783.96493,1507
532,3822587752.77673,1394
533,3758034514.89665,1581
534,3781920172.04783,1560
535,3991858585.81954,1444
536,3057283376.64277,1358
537,4402218061.774,1284
538,3707090282.84577,1365
539,4706196631.39275,1533
540,4902788396.40996,1407
541,3483144168.05882,1381
542,4225456200.99123,1491
543,4115973203.55634,1327
544,5394085486.27852,1411
545,5257187367.71783,1322
546,3986957566.65551,1414
547,4035903666.7687,1443
548,4575367385.32662,1590
549,3531778916.6903,1323
550,3572629679.48424,1381
551,4675811437.86833,1359
552,3860546452.59611,1323
553,3845573312.8719,1353
554,3238097017.59866,1319
555,4061568903.29433,1450
556,3469323506.97137,1392
557,3591267802.77353,1327
558,3199424283.50806,1356
559,3754316183.44689,1353
560,3300429699.42763,1339
561,4427770220.07884,1574
562,3516090792.37,1343
563,3345470962.34258,1383
564,3807359371.55583,1315
565,4079730757.1086,1496
566,3401437694.42542,1288
567,3979861049.45366,1380
568,5817493432.8926,1402
569,3705795770.82307,1459
570,4867161437.23451,1439
571,3768596751.05518,1315
572,4848858732.77274,1373
573,4489078988.29044,1488
574,4514637854.53112,1495
575,3691782582.33326,1380
576,3496140618.7656,1307
577,4151379355.23298,1419
578,4509383029.76368,1454
579,3438900154.20538,1348
580,4912280133.35722,1352
581,3972930352.27917,1441
582,4590176001.88407,1371
583,5279128987.28518,1484
584,4233736444.45364,1424
585,3719853265.52835,1386
586,3774506266.1378,1401
587,4874965664.3706,1495
588,5215115298.36165,1491
589,3547765201.90009,1540
590,4319354656.64917,1547
591,3025244167.07531,1334
592,5176856253.20493,1532
593,4133304435.63265,1414
594,5247020200.60444,1456
595,4421261545.24181,1536
596,4570674500.7467,1501
597,4435113915.86708,1525
598,3451853560.71023,1247
599,4606050270.24018,1411
600,3917459265.06212,1343
601,3676410862.14636,1322
602,4042052905.37468,1488
603,3602673153.77407,1375
604,4476593035.19397,1458
605,4329363845.27434,1367
606,4325155505.07737,1365
607,3514298715.65367,1536
608,3497016046.53671,1435
609,4360366695.85703,1517
610,3294780809.58013,1401
611,3390705016.53794,1366
612,3955043482.83863,1431
613,3559338497.15021,1498
614,3890852128.93045,1436
615,4053591810.01837,1340
616,3564555521.2029,1253
617,3234035275.72488,1445
618,4266867200.21105,1295
619,3763574534.84224,1371
620,4243341178.85426,1280
621,4267557676.4672,1354
622,3931755595.09368,1440
623,7612289125.35766,1495
624,4158203954.53316,1530
625,4367174358.58902,1324
626,3289499284.30479,1428
627,3151564775.67868,1323
628,4489502767.49724,1427
629,3293539716.89859,1389
630,3066320830.36228,1253
631,3370779499.22094,1296
632,4414249122.19101,1435
633,3322065731.86462,1556
634,4232648098.07407,1479
635,4403170624.90724,1455
636,4393479942.53744,1455
637,3673014428.26134,1380
638,4306696767.24853,1519
639,4237582038.84867,1474
640,4387711025.10255,1472
641,3415750511.33466,1441
642,3493042875.36571,1418
643,4838933434.11278,1310
644,3888605260.20859,1301
645,3712465468.12057,1345
646,3866871025.26493,1544
647,3527452793.3775,1399
648,4882564654.07959,1363
649,3407627083.88771,1370
650,4484217442.60653,1611
651,3993173080.9841,1447
652,3716119367.61312,1450
653,6147678287.63413,1620
654,3835059868.34581,1336
655,3736553434.99469,1417
656,4103689382.55157,1412
657,4157397959.38422,1350
658,4157527388.05923,1409
659,3980261284.118,1285
660,3733367261.35153,1417
661,3758199630.41727,1378
662,3912143771.44005,1371
663,3332986955.56228,1425
664,3465946512.80061,1300
665,3231424481.82915,1412
666,3990190895.18894,1481
667,2959423946.80987,1294
668,3905339080.23409,1489
669,4711736749.34151,1402
670,3463472544.63357,1336
671,3882152157.07043,1427
672,3278006830.92974,1385
673,3575270631.55026,1528
674,4769937285.6275,1474
675,3029292337.25599,1269
676,4267238495.48541,1423
677,3799719083.46357,1472
678,3577598252.89333,1370
679,4123720324.72057,1268
680,2756539260.9353,1340
681,3856125795.74353,1382
682,4777667550.69599,1344
683,3789185106.69628,1512
684,4268023504.08043,1359
685,4289290569.87709,1662
686,8512062053.50287,1421
687,3756835075.60138,1452
688,10824632926.7044,1369
689,3751549828.2432,1454
690,3479455021.35768,1424
691,4241452597.165,1436
692,3202911386.38783,1467
693,3457033856.79244,1406
694,4004041161.14304,1497
695,4261006984.03057,1473
696,3860892043.26259,1475
697,4148686930.51108,1466
698,4065772971.9753,1369
699,4186278468.19199,1379
700,3866228627.78873,1432
701,4205074669.96841,1332
702,4097825137.2866,1536
703,4431571842.56462,1417
704,5358695293.77276,1450
705,3211249442.05191,1441
706,2844331395.02213,1281
707,3747692716.96869,1392
708,3395643189.39497,1228
709,4523540481.11169,1399
710,4705114962.36259,1556
711,4900289601.46683,1447
712,3594529370.41947,1448
713,3557694651.88582,1412
714,3344191863.683,1424
715,3514869554.93464,1423
716,3228708211.92352,1409
717,4079534805.81191,1337
718,4110498746.00732,1541
719,3147022389.59672,1341
720,3635019048.94967,1405
721,3301290360.2569,1405
722,3796473509.91757,1374
723,4005649577.88802,1401
724,4275984806.49286,1361
725,3977927347.63149,1451
726,2925444589.14641,1400
727,3583497038.74914,1467
728,7125412725.08072,1490
729,4126520951.05436,1358
730,4056179908.96467,1446
731,3817208553.68047,1373
732,5115871906.62303,1431
733,4176520351.77471,1380
734,3557447247.10383,1409
735,4430836483.06182,1482
736,4036891223.65033,1457
737,5020720793.81444,1422
738,4151156208.91345,1257
739,3241350104.77223,1332
740,5152021931.89296,1270
741,3644956755.11747,1397
742,4397059473.969,1469
743,3497038627.43138,1448
744,3561250626.03196,1475
745,3995302343.61534,1462
746,4228595284.05802,1477
747,3525382388.35361,1421
748,3342133792.62934,1303
749,3865618787.40127,1274
750,3580364200.38981,1459
751,4077592887.70072,1543
752,3776307804.02837,1388
753,3761843900.15598,1404
754,3394832903.34902,1484
755,5189566310.32847,1485
756,4103949991.45074,1355
757,4661241670.72375,1610
758,4797641905.23846,1432
759,4368160786.86422,1564
760,3850351241.382,1311
761,4124697794.70389,1558
762,4037449803.41617,1437
763,4309561382.42501,1507
764,3482201205.53234,1432
765,5681391926.10583,1421
766,3808906523.83887,1412
767,4378519454.42045,1341
768,3102508601.00426,1385
769,6263531068.51085,1523
770,3771153539.40602,1303
771,3780505373.31952,1374
772,3842180267.4894,1454
773,4885889609.22828,1540
774,3285077622.54315,1387
775,3726085400.43441,1445
776,3845881574.50913,1317
777,5215550954.61078,1506
778,3459912541.44488,1391
779,5382784690.34403,1539
780,3851315425.19587,1460
781,3260193711.66405,1172
782,3096410474.70366,1365
783,4654882366.98422,1411
784,3495081894.29141,1295
785,3747118076.83741,1391
786,3251824655.16628,1356
787,3957960977.85263,1419
788,5684523205.70912,1419
789,3919186869.27004,1513
790,4372665580.94765,1370
791,3277060139.49305,1366
792,3376424148.24765,1415
793,4732320183.41959,1376
794,4407947332.04883,1452
795,4391079816.73332,1429
796,3543083836.91468,1438
797,4759338460.82095,1391
798,4156289680.69358,1428
799,3312044278.27031,1478
800,4397410008.80961,1548
801,4302585525.79576,1436
802,3471449411.8749,1422
803,4168737998.50799,1441
804,5096939170.46579,1450
805,3999592574.56901,1390
806,3554196653.83984,1274
807,3880930020.5547,1365
808,4637926585.9006,1430
809,4045810048.38182,1512
810,5110245036.25699,1419
811,4097834469.1269,1394
812,5278904649.4948,1380
813,3346691172.96183,1344
814,4887172324.43989,1383
815,3978065869.67164,1380
816,4172655483.87504,1371
817,5977640729.51693,1543
818,3120296601.04738,1380
819,4285977486.84258,1447
820,4234594579.85328,1430
821,5045934962.64027,1400
822,3262164209.43753,1302
823,3862242730.34438,1358
824,3263300344.00911,1320
825,5045169944.1116,1407
826,5961060685.43011,1421
827,3489629187.85523,1269
828,4286577382.29581,1341
829,4053207790.20406,1228
830,3689884032.13387,1316
831,4632815014.48618,1413
832,3782993911.02722,1479
833,5162927000.98819,1666
834,3897331416.74603,1544
835,3166890232.74109,1237
836,4001802765.03025,1559
837,3295323820.31879,1425
838,4084382325.58394,1530
839,2993574592.30525,1308
840,4050354707.84918,1337
841,5324539368.16688,1592
842,4366881580.38438,1503
843,3881352027.09655,1378
844,3245713730.46908,1300
845,3595491310.48015,1278
846,3751816767.20477,1508
847,4401761848.93712,1449
848,5600798671.68353,1346
849,3788218028.00913,1429
850,4243076497.6546,1496
851,3706274785.24691,1346
852,3803414631.10173,1460
853,3799358488.72479,1522
854,3466507236.42418,1270
855,3919365204.07333,1350
856,3938669014.09383,1524
857,4041955484.01538,1311
858,3600839423.10305,1405
859,3940448684.06986,1462
860,3620890727.89009,1454
861,9067010974.0416,1541
862,3356813775.54501,1454
863,4091065175.88491,1309
864,3323820732.44674,1363
865,3619070830.95445,1364
866,5309055542.83395,1483
867,5180162597.47532,1450
868,4633083855.22973,1408
869,4576531001.35092,1441
870,3701257195.51173,1478
871,3576467154.02305,1296
872,4997825250.89676,1543
873,4328280724.00078,1331
874,4419366090.48151,1496
875,3888062360.88082,1355
876,3657856522.02023,1409
877,3416590459.48761,1372
878,4075006502.71937,1392
879,4249735441.45879,1422
880,4454830912.56213,1365
881,3792810241.18817,1351
882,4153636472.26466,1488
883,5414977118.18097,1253
884,3866464431.41595,1395
885,2994905730.76343,1427
886,3936569183.88053,1536
887,3775372614.26524,1444
888,4272091931.12289,1425
889,5058912642.50049,1474
890,3758075897.22253,1374
891,4226900025.83268,1379
892,3818977438.44663,1611
893,4203853151.05095,1481
894,3184119919.70342,1372
895,3474621512.82056,1527
896,4514765894.94031,1340
897,3675954400.52383,1385
898,3355895952.2732,1271
899,3269325065.43623,1308
900,3161075292.63252,1346
901,4043367021.32792,1431
902,3753739505.68345,1389
903,4317169255.44878,1492
904,3677622010.93976,1399
905,3877575320.3071,1452
906,4369466480.90166,1552
907,4312157268.95697,1421
908,3318196665.30209,1421
909,5278857011.58956,1361
910,3322675926.04059,1285
911,3648916853.2024,1396
912,4660235959.09147,1437
913,6158267549.08223,1407
914,4025798239.84686,1315
915,4182803803.68058,1529
916,4544499151.24844,1433
917,3712561968.77427,1372
918,3400798114.12451,1434
919,4164409365.26654,1523
920,5322672662.91378,1440
921,4362149226.7212,1490
922,3822760227.34113,1333
923,3047984856.56618,1207
924,4249535471.08304,1446
925,7521294830.05464,1346
926,4734933586.57604,1425
927,4021893482.25863,1378
928,3759744790.34374,1272
929,2791498220.68172,1264
930,4189741892.29748,1420
931,3702099724.15058,1314
932,3385962094.16641,1456
933,5507887233.03937,1562
934,3623135573.71151,1371
935,4189233412.79568,1310
936,3697900217.48944,1391
937,3239441564.42372,1328
938,4284736638.34413,1569
939,3818808552.2756,1463
940,4030992263.88534,1431
941,4877335474.14372,1591
942,3827527045.59236,1355
943,4011636538.37834,1419
944,3023454286.0495,1428
945,3689691091.09259,1458
946,3772175678.21094,1308
947,3818577001.21003,1321
948,3946446077.11556,1314
949,4899814351.62471,1425
950,3016177312.1183,1310
951,3945551664.30718,1450
952,4018413813.03382,1446
953,3599855423.99765,1487
954,3640298875.94995,1519
955,5650556136.51324,1512
956,3295643127.85079,1427
957,5919377495.49792,1358
958,4529122051.33333,1372
959,3044319067.13143,1420
960,3657856283.80746,1391
961,4661793738.99919,1437
962,5542845514.63218,1395
963,3833480626.87923,1375
964,3689751782.09281,1414
965,3849319062.1844,1325
966,4808027880.02383,1483
967,3637824677.91796,1315
968,3973257683.21907,1337
969,4543992906.82969,1401
970,6060633949.38028,1505
971,3730174039.76506,1349
972,3659118919.01741,1406
973,3181854583.39369,1385
974,4365121681.09861,1449
975,3632647088.70339,1396
976,4798274425.70306,1474
977,3556132060.50514,1377
978,3539959046.76845,1495
979,3301296506.30603,1392
980,4028195803.12159,1377
981,3722742638.38274,1432
982,4178704003.0131,1363
983,3854829971.67324,1504
984,2656242757.28039,1357
985,3640021352.54482,1448
986,3103511559.74324,1317
987,3372978412.68747,1432
988,3616281008.28936,1310
989,3664558122.69349,1372
990,3675795035.89664,1280
991,4072024470.76555,1289
992,4134857091.50628,1358
993,4084428940.10426,1397
994,3739816924.39233,1393
995,4242920310.05632,1422
996,3707695668.55535,1376
997,3782871408.56746,1459
998,3661929955.72838,1263
999,3125886972.76422,1531
1000,3234136268.5858,1302
1001,5704883870.86862,1578
1002,3732594324.06332,1416
1003,3844535222.04497,1410
1004,4222043472.06887,1358
1005,5025579144.68962,1434
1006,3222943136.22844,1372
1007,3765689454.08092,1389
1008,3899140605.97775,1396
1009,4031360982.84197,1359
1010,4059058411.06892,1384
1011,6279348928.78913,1405
1012,4143110454.12484,1408
1013,3493176436.64484,1469
1014,3712804267.83726,1412
1015,3501219182.72047,1456
1016,4419985686.29141,1405
1017,3213056484.67751,1432
1018,3761525969.75978,1378
1019,5707915140.00296,1571
1020,4183623718.19646,1464
1021,4054560097.8048,1319
1022,3838729447.88707,1360
1023,3986080749.25408,1432
1024,4263663626.93251,1245
1025,3363244025.37919,1398
1026,4293106284.49058,1435
1027,3701236842.64699,1433
1028,3337999786.42881,1339
1029,4416773172.72029,1376
1030,4225195777.23248,1585
1031,3991051160.60505,1292
1032,3476657069.13499,1461
1033,5323145856.86536,1374
1034,4079691629.78485,1551
1035,3334784230.94662,1387
1036,3817951814.75321,1312
1037,3599347555.36783,1318
1038,4839804885.63461,1502
1039,3357072195.52109,1445
1040,5085019540.07391,1437
1041,6561561470.81452,1438
1042,4205067470.678,1210
1043,3702650969.51637,1458
1044,3875253197.50951,1409
1045,4644726456.17157,1608
1046,3847036087.74923,1454
1047,3605239489.74904,1277
1048,3280713596.95459,1426
1049,4827769398.94871,1572
1050,4776268759.98447,1393
1051,4188087366.56593,1332
1052,3834146251.98557,1401
1053,5570088973.12996,1441
1054,3881992963.85677,1408
1055,4176060051.28168,1439
1056,4199690414.00634,1390
1057,4289197615.87413,1316
1058,4164552795.85071,1313
1059,2910589335.78126,1305
1060,4951084359.54607,1465
1061,3293261747.21124,1268
1062,3453094666.83968,1248
1063,4519053151.02057,1560
1064,3131330184.20302,1380
1065,4429584326.68289,1411
1066,4630597088.8379,1444
1067,4858794602.55608,1395
1068,3483339675.79242,1447
1069,3452194878.66416,1402
1070,4544611766.44738,1457
