"sim","solar_system_original","agg_loss","claim_count"
21,"Bayesian System",15965677.34,201
21,"Helionis Cluster",47461523.57,615
21,"Oryn Delta",6034353.01,79
22,"Bayesian System",16979595.63,210
22,"Helionis Cluster",50018300.73,601
22,"Oryn Delta",6577273.52,84
23,"Bayesian System",15163299.34,187
23,"Helionis Cluster",45702878.39,574
23,"Oryn Delta",8019935.85,92
24,"Bayesian System",20501887.62,205
24,"Helionis Cluster",47627777.57,589
24,"Oryn Delta",9771961.18,105
25,"Bayesian System",16589913.45,190
25,"Helionis Cluster",50169285.44,609
25,"Oryn Delta",9591480.41,110
26,"Bayesian System",17273731.96,218
26,"Helionis Cluster",47545318.78,587
26,"Oryn Delta",8230036.78,98
27,"Bayesian System",14731638.85,184
27,"Helionis Cluster",49256009.49,610
27,"Oryn Delta",7187887.04,92
28,"Bayesian System",17098982.4,208
28,"Helionis Cluster",46443275.76,580
28,"Oryn Delta",7692988.12,94
29,"Bayesian System",15761183.83,190
29,"Helionis Cluster",47976850.99,583
29,"Oryn Delta",8284739.24,98
30,"Bayesian System",16631010.74,216
30,"Helionis Cluster",47347680.11,588
30,"Oryn Delta",7872325.66,97
31,"Bayesian System",19635633.28,205
31,"Helionis Cluster",44566101.8,552
31,"Oryn Delta",7548837.2,85
32,"Bayesian System",15015351.09,191
32,"Helionis Cluster",44854549.77,562
32,"Oryn Delta",6000361.31,80
33,"Bayesian System",13510460.21,174
33,"Helionis Cluster",45199092.07,566
33,"Oryn Delta",8525706.11,107
34,"Bayesian System",16873954.41,191
34,"Helionis Cluster",49700811.92,611
34,"Oryn Delta",8486882.75,109
35,"Bayesian System",14868065.89,184
35,"Helionis Cluster",48121923.31,598
35,"Oryn Delta",8441672.76,114
36,"Bayesian System",18393415.59,229
36,"Helionis Cluster",44426665.79,553
36,"Oryn Delta",6980531.45,85
37,"Bayesian System",17188104.64,213
37,"Helionis Cluster",44526560.95,567
37,"Oryn Delta",8146658.32,104
38,"Bayesian System",15977611.12,202
38,"Helionis Cluster",42467358.02,530
38,"Oryn Delta",9466890.56,111
39,"Bayesian System",17629509.66,218
39,"Helionis Cluster",44457747.84,560
39,"Oryn Delta",7453024.56,98
40,"Bayesian System",17229262.41,215
40,"Helionis Cluster",43398261.85,547
40,"Oryn Delta",6471257.01,89
41,"Bayesian System",15448388.51,199
41,"Helionis Cluster",49610268.54,611
41,"Oryn Delta",5802864.64,80
42,"Bayesian System",23275216.66,223
42,"Helionis Cluster",53993605.69,563
42,"Oryn Delta",7951979.89,94
43,"Bayesian System",16475952.59,200
43,"Helionis Cluster",45751507.38,577
43,"Oryn Delta",6518460.64,78
44,"Bayesian System",12650950.84,164
44,"Helionis Cluster",45685604.47,555
44,"Oryn Delta",8433178.26,92
45,"Bayesian System",16309190.33,187
45,"Helionis Cluster",47407804.93,579
45,"Oryn Delta",6950609.38,93
46,"Bayesian System",14481114.22,184
46,"Helionis Cluster",46772165.16,581
46,"Oryn Delta",6703275.55,93
47,"Bayesian System",19789498.82,213
47,"Helionis Cluster",44022514.55,552
47,"Oryn Delta",7853141.54,92
48,"Bayesian System",14832308.31,189
48,"Helionis Cluster",48111676.89,601
48,"Oryn Delta",8345701.96,106
49,"Bayesian System",15844066.96,202
49,"Helionis Cluster",43534312.47,562
49,"Oryn Delta",9345054.07,104
50,"Bayesian System",16667185.37,205
50,"Helionis Cluster",48399095.64,564
50,"Oryn Delta",7694350.19,96
51,"Bayesian System",14912141.36,188
51,"Helionis Cluster",45659313.37,550
51,"Oryn Delta",8880858.2,107
52,"Bayesian System",17903465.34,214
52,"Helionis Cluster",46957563.62,573
52,"Oryn Delta",8323454.07,95
53,"Bayesian System",15596618.45,194
53,"Helionis Cluster",44978602.14,557
53,"Oryn Delta",7959660.72,92
54,"Bayesian System",19020972.45,215
54,"Helionis Cluster",43690551.53,535
54,"Oryn Delta",9685998.76,112
55,"Bayesian System",16300443.05,206
55,"Helionis Cluster",44666427.72,561
55,"Oryn Delta",8362241.9,107
56,"Bayesian System",15750406.83,205
56,"Helionis Cluster",56698864.94,618
56,"Oryn Delta",8286552.1,103
57,"Bayesian System",14773097.94,187
57,"Helionis Cluster",47786382.97,574
57,"Oryn Delta",7643524.2,90
58,"Bayesian System",17525412.39,199
58,"Helionis Cluster",44929439.39,565
58,"Oryn Delta",7225393.14,87
59,"Bayesian System",17549866.42,223
59,"Helionis Cluster",49234598.28,607
59,"Oryn Delta",7080460.9,84
60,"Bayesian System",18044868.92,227
60,"Helionis Cluster",49724869.55,594
60,"Oryn Delta",8448715.39,97
61,"Bayesian System",15574425.03,190
61,"Helionis Cluster",49441696.84,590
61,"Oryn Delta",8482773.19,101
62,"Bayesian System",16921756.94,196
62,"Helionis Cluster",51690082.85,611
62,"Oryn Delta",8489931.72,105
63,"Bayesian System",18157362.07,196
63,"Helionis Cluster",49746932.63,623
63,"Oryn Delta",7993346.98,98
64,"Bayesian System",17784815.35,231
64,"Helionis Cluster",48050669.47,593
64,"Oryn Delta",10722513.45,117
65,"Bayesian System",18475049.37,215
65,"Helionis Cluster",45792501.03,586
65,"Oryn Delta",9773253.95,115
66,"Bayesian System",18133740.94,197
66,"Helionis Cluster",47622797.41,572
66,"Oryn Delta",8324331.97,107
67,"Bayesian System",16250508.1,208
67,"Helionis Cluster",48062258,607
67,"Oryn Delta",6120605.09,82
68,"Bayesian System",16105559.52,192
68,"Helionis Cluster",47630441.78,613
68,"Oryn Delta",6230531.02,81
69,"Bayesian System",14774382.13,193
69,"Helionis Cluster",48290116.45,584
69,"Oryn Delta",6122294.35,79
70,"Bayesian System",15284451.53,188
70,"Helionis Cluster",46582309.57,549
70,"Oryn Delta",7279661,86
71,"Bayesian System",18015172.98,218
71,"Helionis Cluster",44798668.67,557
71,"Oryn Delta",7789451.96,94
72,"Bayesian System",15719851.46,200
72,"Helionis Cluster",47629794.09,591
72,"Oryn Delta",9915298.14,95
73,"Bayesian System",16168567.75,202
73,"Helionis Cluster",51310377.91,632
73,"Oryn Delta",8010930.2,95
74,"Bayesian System",16239134.65,201
74,"Helionis Cluster",44536722.28,554
74,"Oryn Delta",9338877.09,110
75,"Bayesian System",16985302.37,210
75,"Helionis Cluster",46535262.07,584
75,"Oryn Delta",7687321.67,95
76,"Bayesian System",16943108.95,214
76,"Helionis Cluster",51227393.14,609
76,"Oryn Delta",7911462.39,94
77,"Bayesian System",14168623.71,173
77,"Helionis Cluster",49726105.96,594
77,"Oryn Delta",7223492.89,92
78,"Bayesian System",17303283.49,210
78,"Helionis Cluster",47608138.79,605
78,"Oryn Delta",7707229.24,87
79,"Bayesian System",15673337.33,207
79,"Helionis Cluster",47535449.77,575
79,"Oryn Delta",6578034.51,82
80,"Bayesian System",14412390.47,181
80,"Helionis Cluster",47496836.29,585
80,"Oryn Delta",8259434.17,100
81,"Bayesian System",15944969.81,198
81,"Helionis Cluster",52578474.86,657
81,"Oryn Delta",9679555.22,110
82,"Bayesian System",18602538.1,207
82,"Helionis Cluster",48057527.01,597
82,"Oryn Delta",8208014.88,102
83,"Bayesian System",17089840.9,204
83,"Helionis Cluster",44180546.79,544
83,"Oryn Delta",7623513.94,91
84,"Bayesian System",16761127.05,204
84,"Helionis Cluster",48159855.63,593
84,"Oryn Delta",8601320.27,105
85,"Bayesian System",18043903.12,224
85,"Helionis Cluster",49648025.46,603
85,"Oryn Delta",8085174.4,100
86,"Bayesian System",17276233.73,219
86,"Helionis Cluster",50863603.04,611
86,"Oryn Delta",8322773.42,97
87,"Bayesian System",16966067.08,206
87,"Helionis Cluster",46011349.21,568
87,"Oryn Delta",7198284.53,78
88,"Bayesian System",15705449.11,187
88,"Helionis Cluster",47743068.36,583
88,"Oryn Delta",12803026.62,104
89,"Bayesian System",16969454.11,204
89,"Helionis Cluster",45330956.23,587
89,"Oryn Delta",9172985.18,103
90,"Bayesian System",14440295.92,185
90,"Helionis Cluster",48870313.37,606
90,"Oryn Delta",7650520,98
91,"Bayesian System",14956767.36,169
91,"Helionis Cluster",46314223.09,580
91,"Oryn Delta",6491041.69,77
92,"Bayesian System",14257602.42,188
92,"Helionis Cluster",46107459.67,581
92,"Oryn Delta",8407499.82,100
93,"Bayesian System",18012113.21,217
93,"Helionis Cluster",48587356.76,586
93,"Oryn Delta",8302235.7,91
94,"Bayesian System",15664008.02,199
94,"Helionis Cluster",48077094.54,605
94,"Oryn Delta",9653979.65,101
95,"Bayesian System",14995851.72,191
95,"Helionis Cluster",45745418.25,566
95,"Oryn Delta",7598542.95,94
96,"Bayesian System",16221775.44,205
96,"Helionis Cluster",51872936.56,626
96,"Oryn Delta",8144706.4,88
97,"Bayesian System",16056883.59,208
97,"Helionis Cluster",46014319.23,566
97,"Oryn Delta",8229876.42,103
98,"Bayesian System",19978122.12,225
98,"Helionis Cluster",51805317.55,623
98,"Oryn Delta",7948798.47,98
99,"Bayesian System",16526828.93,211
99,"Helionis Cluster",49296288.08,602
99,"Oryn Delta",9287229.53,103
100,"Bayesian System",16373942.96,191
100,"Helionis Cluster",47291115.91,596
100,"Oryn Delta",11535203.33,97
101,"Bayesian System",14487777.11,175
101,"Helionis Cluster",47315153.05,577
101,"Oryn Delta",7548484.14,99
102,"Bayesian System",18495388.37,203
102,"Helionis Cluster",50404647.9,616
102,"Oryn Delta",8138471.7,101
103,"Bayesian System",14742637.02,187
103,"Helionis Cluster",51659630.62,626
103,"Oryn Delta",8163340.53,102
104,"Bayesian System",17089077.81,212
104,"Helionis Cluster",49072650.81,605
104,"Oryn Delta",8283204.27,109
105,"Bayesian System",16435062.3,197
105,"Helionis Cluster",46577625.91,564
105,"Oryn Delta",7472759.41,88
106,"Bayesian System",15988217.73,201
106,"Helionis Cluster",44019225.27,568
106,"Oryn Delta",8583090.6,102
107,"Bayesian System",15315754.03,195
107,"Helionis Cluster",45858658.91,569
107,"Oryn Delta",5538791.95,69
108,"Bayesian System",16634964.83,189
108,"Helionis Cluster",50772920.8,620
108,"Oryn Delta",8024317.2,101
109,"Bayesian System",19246568.59,227
109,"Helionis Cluster",44781627.18,552
109,"Oryn Delta",5762139.1,75
110,"Bayesian System",15789780.16,203
110,"Helionis Cluster",49763607.39,611
110,"Oryn Delta",6731193.02,77
111,"Bayesian System",21996093.2,219
111,"Helionis Cluster",47634948.64,581
111,"Oryn Delta",6943047.76,99
112,"Bayesian System",14775078.6,182
112,"Helionis Cluster",48899628.04,604
112,"Oryn Delta",8960780.93,96
113,"Bayesian System",18471345.89,232
113,"Helionis Cluster",46720098.61,567
113,"Oryn Delta",8187192.01,85
114,"Bayesian System",14737806.2,176
114,"Helionis Cluster",47391305.29,602
114,"Oryn Delta",7581556.2,92
115,"Bayesian System",14756381.63,188
115,"Helionis Cluster",49488615.04,599
115,"Oryn Delta",6512524.32,84
116,"Bayesian System",14941823.79,186
116,"Helionis Cluster",45097214.31,555
116,"Oryn Delta",7281879.33,95
117,"Bayesian System",15064844.67,184
117,"Helionis Cluster",46683884.77,576
117,"Oryn Delta",8017718.95,93
118,"Bayesian System",16966253.69,208
118,"Helionis Cluster",46648251.45,567
118,"Oryn Delta",7580157.45,95
119,"Bayesian System",13667063.52,168
119,"Helionis Cluster",44949284.67,575
119,"Oryn Delta",6157728.86,83
120,"Bayesian System",16595640.03,209
120,"Helionis Cluster",48921098.98,576
120,"Oryn Delta",9746150.81,119
121,"Bayesian System",17749122.21,207
121,"Helionis Cluster",47783270.39,582
121,"Oryn Delta",7360736.22,95
122,"Bayesian System",15579236.97,189
122,"Helionis Cluster",47257821.21,568
122,"Oryn Delta",7358250.25,90
123,"Bayesian System",14227384.55,182
123,"Helionis Cluster",50818329.95,616
123,"Oryn Delta",7776352.54,93
124,"Bayesian System",15208157.01,183
124,"Helionis Cluster",49124113.87,596
124,"Oryn Delta",8646526.37,103
125,"Bayesian System",18574045.57,232
125,"Helionis Cluster",46257071.11,565
125,"Oryn Delta",7273563.14,101
126,"Bayesian System",17204590.22,215
126,"Helionis Cluster",49357410.2,595
126,"Oryn Delta",9429202.8,113
127,"Bayesian System",18392786.9,218
127,"Helionis Cluster",45527278.75,521
127,"Oryn Delta",7594005.9,88
128,"Bayesian System",15797746.65,180
128,"Helionis Cluster",48657938.73,594
128,"Oryn Delta",5343558.62,73
129,"Bayesian System",14684929.34,183
129,"Helionis Cluster",45459613.96,555
129,"Oryn Delta",6480411.66,87
130,"Bayesian System",18754107.49,219
130,"Helionis Cluster",43682927.74,541
130,"Oryn Delta",8512932.47,97
131,"Bayesian System",16421637.32,199
131,"Helionis Cluster",43980908.74,544
131,"Oryn Delta",8822816.94,96
132,"Bayesian System",17096104.41,217
132,"Helionis Cluster",46485639.31,568
132,"Oryn Delta",8748676.4,107
133,"Bayesian System",14921649.59,191
133,"Helionis Cluster",43608341.16,575
133,"Oryn Delta",7637848.94,96
134,"Bayesian System",15727127.49,207
134,"Helionis Cluster",45810118.6,573
134,"Oryn Delta",7007597.74,86
135,"Bayesian System",18497470.61,196
135,"Helionis Cluster",48500556.96,555
135,"Oryn Delta",6768102.06,85
136,"Bayesian System",16827504.56,201
136,"Helionis Cluster",45164861.45,558
136,"Oryn Delta",7256379.63,87
137,"Bayesian System",16785805.85,204
137,"Helionis Cluster",48650723.49,577
137,"Oryn Delta",7783697.63,95
138,"Bayesian System",16687676.63,205
138,"Helionis Cluster",49716147.88,608
138,"Oryn Delta",7024279.98,86
139,"Bayesian System",17460256.1,214
139,"Helionis Cluster",44251658.71,568
139,"Oryn Delta",7427604.51,87
140,"Bayesian System",15543851.8,199
140,"Helionis Cluster",49038863.38,607
140,"Oryn Delta",7627218.07,92
141,"Bayesian System",17875084.3,207
141,"Helionis Cluster",47363294.01,595
141,"Oryn Delta",8295942.5,97
142,"Bayesian System",16494040.02,200
142,"Helionis Cluster",44656139.31,590
142,"Oryn Delta",8589261.82,105
143,"Bayesian System",18220536.65,215
143,"Helionis Cluster",47907819.33,580
143,"Oryn Delta",7966393.92,98
144,"Bayesian System",14459742.57,187
144,"Helionis Cluster",45603518.34,566
144,"Oryn Delta",8375578.02,102
145,"Bayesian System",15877724.74,206
145,"Helionis Cluster",48138920.62,593
145,"Oryn Delta",7971829.56,90
146,"Bayesian System",18010009.67,216
146,"Helionis Cluster",46698671.22,591
146,"Oryn Delta",8313129.62,94
147,"Bayesian System",14668349.12,185
147,"Helionis Cluster",48844480.14,606
147,"Oryn Delta",8092095.26,97
148,"Bayesian System",15977974.16,193
148,"Helionis Cluster",47221631.65,580
148,"Oryn Delta",7146892.44,95
149,"Bayesian System",15622888.1,200
149,"Helionis Cluster",46381424.56,576
149,"Oryn Delta",8679960.28,107
150,"Bayesian System",18386962.58,217
150,"Helionis Cluster",52214529.34,600
150,"Oryn Delta",7989277.28,89
151,"Bayesian System",16396988.91,197
151,"Helionis Cluster",54370177.35,591
151,"Oryn Delta",10429087.23,88
152,"Bayesian System",14346168.83,179
152,"Helionis Cluster",45183367.56,576
152,"Oryn Delta",6840000.13,79
153,"Bayesian System",14419543.24,180
153,"Helionis Cluster",47487279.9,600
153,"Oryn Delta",10165618.97,98
154,"Bayesian System",17098799.48,212
154,"Helionis Cluster",46892114.76,588
154,"Oryn Delta",6792906.41,92
155,"Bayesian System",15335757.31,205
155,"Helionis Cluster",49105367.15,588
155,"Oryn Delta",8479287.03,105
156,"Bayesian System",16384252.13,197
156,"Helionis Cluster",45817550.07,560
156,"Oryn Delta",9257868.96,109
157,"Bayesian System",17818952.33,206
157,"Helionis Cluster",45339993.92,581
157,"Oryn Delta",8877039.11,110
158,"Bayesian System",18491986.5,220
158,"Helionis Cluster",43685508.63,525
158,"Oryn Delta",7400598.96,82
159,"Bayesian System",14341843.73,186
159,"Helionis Cluster",45807109.18,585
159,"Oryn Delta",8759220.73,102
160,"Bayesian System",17876589.47,207
160,"Helionis Cluster",47801998.23,564
160,"Oryn Delta",6968983.21,87
161,"Bayesian System",14847517.55,185
161,"Helionis Cluster",49531376.37,581
161,"Oryn Delta",6455521.51,82
162,"Bayesian System",15972057.78,195
162,"Helionis Cluster",47883801.77,578
162,"Oryn Delta",8933076.48,97
163,"Bayesian System",17138674.68,212
163,"Helionis Cluster",47558773.47,574
163,"Oryn Delta",12108000.85,103
164,"Bayesian System",15313488.74,196
164,"Helionis Cluster",45244339.75,563
164,"Oryn Delta",8622352.51,105
165,"Bayesian System",17348465.75,203
165,"Helionis Cluster",50150436.73,597
165,"Oryn Delta",8041069.98,95
166,"Bayesian System",16559976.76,206
166,"Helionis Cluster",45864558.2,580
166,"Oryn Delta",7509363.8,92
167,"Bayesian System",16181101.26,201
167,"Helionis Cluster",47623934.36,583
167,"Oryn Delta",7229780.84,88
168,"Bayesian System",16162490.59,196
168,"Helionis Cluster",47860368.21,569
168,"Oryn Delta",7627050.44,90
169,"Bayesian System",13924562.04,178
169,"Helionis Cluster",43755039.09,552
169,"Oryn Delta",6235191.23,81
170,"Bayesian System",12950342.12,176
170,"Helionis Cluster",48204987.96,579
170,"Oryn Delta",6307625,79
171,"Bayesian System",16712920.25,211
171,"Helionis Cluster",46109733.91,556
171,"Oryn Delta",7688472.79,94
172,"Bayesian System",15321203.59,184
172,"Helionis Cluster",47912881.58,568
172,"Oryn Delta",6893702.7,85
173,"Bayesian System",16928862.7,201
173,"Helionis Cluster",49618354.79,605
173,"Oryn Delta",9319748.55,105
174,"Bayesian System",16174163.65,197
174,"Helionis Cluster",46064593.57,563
174,"Oryn Delta",8576650.78,104
175,"Bayesian System",15756586.81,205
175,"Helionis Cluster",47312935.96,588
175,"Oryn Delta",7676385.32,87
176,"Bayesian System",13667057.35,181
176,"Helionis Cluster",46064098.21,554
176,"Oryn Delta",7522234.54,91
177,"Bayesian System",17437664.39,214
177,"Helionis Cluster",43445729.41,542
177,"Oryn Delta",6705544.61,102
178,"Bayesian System",18284744.62,230
178,"Helionis Cluster",52545786.57,592
178,"Oryn Delta",12125160.76,100
179,"Bayesian System",16677229.75,200
179,"Helionis Cluster",51418177.86,590
179,"Oryn Delta",8817187.94,101
180,"Bayesian System",16236102.59,195
180,"Helionis Cluster",47497447.9,573
180,"Oryn Delta",8663871.56,94
181,"Bayesian System",16004180.28,195
181,"Helionis Cluster",45163199.72,565
181,"Oryn Delta",8763343.82,104
182,"Bayesian System",16538796.82,220
182,"Helionis Cluster",51526465.99,617
182,"Oryn Delta",8146607.62,89
183,"Bayesian System",15190395.71,184
183,"Helionis Cluster",47749913.56,602
183,"Oryn Delta",10972943.82,90
184,"Bayesian System",15146647.23,179
184,"Helionis Cluster",51144844,638
184,"Oryn Delta",7559826.32,87
185,"Bayesian System",15062014.6,199
185,"Helionis Cluster",54134886.09,576
185,"Oryn Delta",7163871.75,89
186,"Bayesian System",16477865.56,196
186,"Helionis Cluster",42209069.58,536
186,"Oryn Delta",7255902.44,91
187,"Bayesian System",15896797.16,193
187,"Helionis Cluster",44248970.89,577
187,"Oryn Delta",7521080.33,89
188,"Bayesian System",20380436.9,225
188,"Helionis Cluster",46634874.54,592
188,"Oryn Delta",8982126.98,104
189,"Bayesian System",18543339.4,205
189,"Helionis Cluster",52795088.66,619
189,"Oryn Delta",4955058.68,64
190,"Bayesian System",15010559.83,195
190,"Helionis Cluster",45673527.65,565
190,"Oryn Delta",6871039.5,89
191,"Bayesian System",15852116.49,199
191,"Helionis Cluster",45932295.73,581
191,"Oryn Delta",8953518.16,103
192,"Bayesian System",17120848.33,206
192,"Helionis Cluster",48986684.34,575
192,"Oryn Delta",7969813.39,95
193,"Bayesian System",15029521.09,190
193,"Helionis Cluster",47641736.95,609
193,"Oryn Delta",8284183.95,105
194,"Bayesian System",14852934.84,179
194,"Helionis Cluster",48237406.36,600
194,"Oryn Delta",7450488.67,96
195,"Bayesian System",13187797.82,173
195,"Helionis Cluster",48712424.25,605
195,"Oryn Delta",6072798.69,85
196,"Bayesian System",17144074.68,211
196,"Helionis Cluster",44543999.05,563
196,"Oryn Delta",7195590.23,101
197,"Bayesian System",16932353.25,205
197,"Helionis Cluster",51757909.97,649
197,"Oryn Delta",8601353.04,111
198,"Bayesian System",17012507.77,205
198,"Helionis Cluster",49982102.64,621
198,"Oryn Delta",7361439.66,94
199,"Bayesian System",15756200.09,197
199,"Helionis Cluster",49864255.98,613
199,"Oryn Delta",9162340.37,109
200,"Bayesian System",14196230.09,168
200,"Helionis Cluster",43425937.41,574
200,"Oryn Delta",6748750.29,85
201,"Bayesian System",15693070.31,191
201,"Helionis Cluster",47998314.88,617
201,"Oryn Delta",7036775.81,89
202,"Bayesian System",17517815.41,204
202,"Helionis Cluster",45734975.75,585
202,"Oryn Delta",6464973.83,86
203,"Bayesian System",18362715.35,210
203,"Helionis Cluster",46054367.36,545
203,"Oryn Delta",7318838.49,87
204,"Bayesian System",15541942.27,179
204,"Helionis Cluster",45557629.42,556
204,"Oryn Delta",7064132.56,91
205,"Bayesian System",16780823.55,205
205,"Helionis Cluster",45863339.85,566
205,"Oryn Delta",7641227.87,102
206,"Bayesian System",16762325.76,206
206,"Helionis Cluster",43948332.83,560
206,"Oryn Delta",8879360.63,86
207,"Bayesian System",16694795.67,210
207,"Helionis Cluster",46261755.19,580
207,"Oryn Delta",7100829.77,87
208,"Bayesian System",14012723.31,185
208,"Helionis Cluster",48529911.4,586
208,"Oryn Delta",6918905.27,87
209,"Bayesian System",18573720.61,218
209,"Helionis Cluster",48596093.36,611
209,"Oryn Delta",8987336.43,111
210,"Bayesian System",13478122.79,190
210,"Helionis Cluster",49107080.5,612
210,"Oryn Delta",7521200.93,100
211,"Bayesian System",15477730.66,197
211,"Helionis Cluster",46078465.69,588
211,"Oryn Delta",7831359.61,89
212,"Bayesian System",18719171.86,221
212,"Helionis Cluster",47586930.59,556
212,"Oryn Delta",7843795.56,108
213,"Bayesian System",15320106.45,187
213,"Helionis Cluster",45874635.17,587
213,"Oryn Delta",5622507.14,67
214,"Bayesian System",15265066.63,191
214,"Helionis Cluster",45945975.66,566
214,"Oryn Delta",7776869.23,103
215,"Bayesian System",15655856.14,200
215,"Helionis Cluster",46217826.31,584
215,"Oryn Delta",7346693.25,88
216,"Bayesian System",14604879.16,175
216,"Helionis Cluster",50151975.91,633
216,"Oryn Delta",7534483.37,94
217,"Bayesian System",18839700.59,213
217,"Helionis Cluster",47740550.86,585
217,"Oryn Delta",7878119.24,103
218,"Bayesian System",14459339.39,191
218,"Helionis Cluster",47822165.47,572
218,"Oryn Delta",6613589.42,83
219,"Bayesian System",16468952.05,200
219,"Helionis Cluster",48384745.78,597
219,"Oryn Delta",8247952.93,100
220,"Bayesian System",16794355.14,216
220,"Helionis Cluster",47252014.04,564
220,"Oryn Delta",6524856.2,88
221,"Bayesian System",17714392.66,209
221,"Helionis Cluster",45859689.87,581
221,"Oryn Delta",7033445.37,88
222,"Bayesian System",17552613.79,224
222,"Helionis Cluster",46697746.2,567
222,"Oryn Delta",7171965.47,82
223,"Bayesian System",16370230.65,197
223,"Helionis Cluster",48233712.88,584
223,"Oryn Delta",5435891.16,81
224,"Bayesian System",15582217.57,195
224,"Helionis Cluster",48284951.74,584
224,"Oryn Delta",6611948.12,91
225,"Bayesian System",17098087.64,204
225,"Helionis Cluster",58092656.54,643
225,"Oryn Delta",6879685.6,85
226,"Bayesian System",16960432.23,207
226,"Helionis Cluster",46156730.97,574
226,"Oryn Delta",6834868.73,89
227,"Bayesian System",15905158.61,208
227,"Helionis Cluster",53537570.24,604
227,"Oryn Delta",8113905.21,106
228,"Bayesian System",16974776.73,202
228,"Helionis Cluster",48127837.11,566
228,"Oryn Delta",5211312.36,75
229,"Bayesian System",17700100.94,205
229,"Helionis Cluster",46301072.81,558
229,"Oryn Delta",8566322.33,97
230,"Bayesian System",16218348.02,191
230,"Helionis Cluster",50248193.29,598
230,"Oryn Delta",7491303.5,83
231,"Bayesian System",15595360.12,199
231,"Helionis Cluster",50532253.27,593
231,"Oryn Delta",6725123.08,79
232,"Bayesian System",18111341.9,200
232,"Helionis Cluster",47439451.61,551
232,"Oryn Delta",6187799.72,75
233,"Bayesian System",18372590.36,197
233,"Helionis Cluster",49639768.72,611
233,"Oryn Delta",6855247.69,84
234,"Bayesian System",17469517.87,221
234,"Helionis Cluster",46861152.48,565
234,"Oryn Delta",8955273.53,110
235,"Bayesian System",14905669.4,179
235,"Helionis Cluster",46534527.21,591
235,"Oryn Delta",7843123.69,97
236,"Bayesian System",16705663.69,205
236,"Helionis Cluster",47423792.86,593
236,"Oryn Delta",7713814.5,100
237,"Bayesian System",16202757.55,197
237,"Helionis Cluster",50102460.54,584
237,"Oryn Delta",9392459.96,122
238,"Bayesian System",17215509.16,206
238,"Helionis Cluster",47668221.5,583
238,"Oryn Delta",7258416.92,85
239,"Bayesian System",15818722.44,196
239,"Helionis Cluster",56828069.98,579
239,"Oryn Delta",9319659.74,103
240,"Bayesian System",17414096.66,211
240,"Helionis Cluster",40701848.02,506
240,"Oryn Delta",9686171.11,110
241,"Bayesian System",16675347.46,209
241,"Helionis Cluster",46049626.9,573
241,"Oryn Delta",7728927.62,96
242,"Bayesian System",14572269.95,184
242,"Helionis Cluster",43802849.6,537
242,"Oryn Delta",7368228.27,100
243,"Bayesian System",17203909.08,193
243,"Helionis Cluster",42449499.43,534
243,"Oryn Delta",6659793.4,78
244,"Bayesian System",15749521.96,203
244,"Helionis Cluster",49247193.04,588
244,"Oryn Delta",7761693.91,96
245,"Bayesian System",16573990.71,202
245,"Helionis Cluster",47576120.13,594
