"theta_scenario","theta_used","sim","claim_count","agg_loss"
"theta_1",1,49,5394,24065406484.6414
"theta_1",1,50,4595,20285615240.6867
"theta_1",1,51,2448,10612236572.5636
"theta_1",1,52,2273,9948659096.79761
"theta_1",1,53,6151,27791908246.0794
"theta_1",1,54,13127,57501140513.6962
"theta_1",1,55,4755,20414089456.9176
"theta_1",1,56,2571,11390997698.7636
"theta_1",1,57,6427,28799880535.426
"theta_1",1,58,8548,37017863054.4527
"theta_1",1,59,5406,23574705690.7912
"theta_1",1,60,1759,7626023998.14261
"theta_1",1,61,3916,17344743151.4487
"theta_1",1,62,1510,6698138786.21725
"theta_1",1,63,2575,12113954396.6202
"theta_1",1,64,1597,7460405528.37294
"theta_1",1,65,5022,20878310005.1046
"theta_1",1,66,3457,15349580963.9272
"theta_1",1,67,1178,5398544092.0324
"theta_1",1,68,1678,7548238412.43061
"theta_1",1,69,1410,6084358144.57615
"theta_1",1,70,1891,8373615876.80671
"theta_1",1,71,5876,25120712282.8505
"theta_1",1,72,2667,11685511817.7605
"theta_1",1,73,1150,4832464583.27138
"theta_1",1,74,2318,9756583004.27783
"theta_1",1,75,4294,18982646899.2262
"theta_1",1,76,3810,16790845095.7772
"theta_1",1,77,5954,26287001775.5721
"theta_1",1,78,2980,12598675802.0349
"theta_1",1,79,1331,5652815650.07587
"theta_1",1,80,8158,34711132772.6107
"theta_1",1,81,3651,16321727560.7693
"theta_1",1,82,3104,13023838180.6929
"theta_1",1,83,5938,26178239178.7919
"theta_1",1,84,12132,54363321986.3343
"theta_1",1,85,8691,37284990470.7889
"theta_1",1,86,3043,13896887326.773
"theta_1",1,87,849,3673883482.02935
"theta_1",1,88,2407,10940334159.3575
"theta_1",1,89,5933,25869311971.4128
"theta_1",1,90,4721,20821686034.9335
"theta_1",1,91,1689,7212860814.31481
"theta_1",1,92,2985,13025468526.8833
"theta_1",1,93,3976,18217370265.5921
"theta_1",1,94,995,4441221249.75217
"theta_1",1,95,14178,61875266419.7094
"theta_1",1,96,2923,13035698838.2865
"theta_1",1,97,2621,11079034581.4141
"theta_1",1,98,1880,8465667955.71854
"theta_1",1,99,5114,22398978502.1965
"theta_1",1,100,2523,11241911702.6386
"theta_1",1,101,4868,21335211168.9567
"theta_1",1,102,1258,5599375382.80474
"theta_1",1,103,3093,13617745757.5377
"theta_1",1,104,4065,18335332262.4958
"theta_1",1,105,1096,4879923110.55669
"theta_1",1,106,8620,38391204447.1784
"theta_1",1,107,4301,18428250000.0154
"theta_1",1,108,2794,12221776276.14
"theta_1",1,109,4114,17360180817.0808
"theta_1",1,110,3309,14600351142.4397
"theta_1",1,111,2711,12054420738.96
"theta_1",1,112,5936,25645681742.0928
"theta_1",1,113,2887,12525183307.315
"theta_1",1,114,1578,6986034521.93365
"theta_1",1,115,2115,9070117387.74681
"theta_1",1,116,1653,6657162181.89092
"theta_1",1,117,1992,8916558069.21006
"theta_1",1,118,5756,25475698949.7084
"theta_1",1,119,11243,50065315124.5425
"theta_1",1,120,6516,27627221078.9215
"theta_1",1,121,1510,7104994759.63879
"theta_1",1,122,6798,31525457753.6199
"theta_1",1,123,773,3547364715.35462
"theta_1",1,124,3916,17751054424.6217
"theta_1",1,125,1211,5635056368.61516
"theta_1",1,126,11642,50822816233.1245
"theta_1",1,127,5237,23468090333.5827
"theta_1",1,128,4771,20688398784.8026
"theta_1",1,129,6410,28065540133.3319
"theta_1",1,130,1902,8547043557.85027
"theta_1",1,131,1352,5945235752.66393
"theta_1",1,132,4963,22007336388.9074
"theta_1",1,133,613,3097631850.19518
"theta_1",1,134,4463,19474676549.4322
"theta_1",1,135,1798,7806854088.61206
"theta_1",1,136,4627,20206271248.5565
"theta_1",1,137,2836,12357529077.3703
"theta_1",1,138,2205,9724089563.14095
"theta_1",1,139,8026,34401731135.5972
"theta_1",1,140,1465,6408536931.55811
"theta_1",1,141,1506,6494347042.35338
"theta_1",1,142,3192,14900220745.5593
"theta_1",1,143,5172,22611737789.324
"theta_1",1,144,1392,6343066090.00804
"theta_1",1,145,2381,10567035965.2483
"theta_1",1,146,4098,18320116498.6841
"theta_1",1,147,2577,11418802931.4097
"theta_1",1,148,3228,14011472068.3119
"theta_1",1,149,3169,13448176157.792
"theta_1",1,150,1658,6982297611.2849
"theta_1",1,151,3021,13450757765.7168
"theta_1",1,152,856,3750567599.59438
"theta_1",1,153,13476,57606381209.4949
"theta_1",1,154,8590,39436439938.8081
"theta_1",1,155,3973,17737174279.4135
"theta_1",1,156,6033,26870910726.8061
"theta_1",1,157,2376,10829240870.4213
"theta_1",1,158,4290,19247300682.2362
"theta_1",1,159,546,2723093552.87983
"theta_1",1,160,2617,10997659785.5501
"theta_1",1,161,3310,14222861812.8182
"theta_1",1,162,1321,5598030994.0133
"theta_1",1,163,5714,23879231646.8783
"theta_1",1,164,5289,23092886963.1257
"theta_1",1,165,2971,13375254634.9286
"theta_1",1,166,1103,4659574248.58486
"theta_1",1,167,7205,31230960700.8461
"theta_1",1,168,5301,22795264202.8501
"theta_1",1,169,2956,13255922090.5561
"theta_1",1,170,2387,11629774765.4163
"theta_1",1,171,7063,31025223358.5029
"theta_1",1,172,7733,34130744668.5862
"theta_1",1,173,4837,21368592748.5501
"theta_1",1,174,4066,17274211227.5566
"theta_1",1,175,2061,8780421886.36701
"theta_1",1,176,7412,31951347277.2307
"theta_1",1,177,2957,12174599163.9054
"theta_1",1,178,3446,14971418519.487
"theta_1",1,179,3892,17459443545.4476
"theta_1",1,180,1857,9112322846.36576
"theta_1",1,181,5166,22259030018.1685
"theta_1",1,182,7832,33027145098.6027
"theta_1",1,183,3680,17314057009.1649
"theta_1",1,184,2294,10177039408.7126
"theta_1",1,185,2359,10181918486.098
"theta_1",1,186,2679,12246009585.9246
"theta_1",1,187,832,3521460208.54136
"theta_1",1,188,3584,15100025478.9592
"theta_1",1,189,4806,20147506698.1965
"theta_1",1,190,3273,14045370886.531
"theta_1",1,191,4278,18631141921.6033
"theta_1",1,192,10471,46789135909.8672
"theta_1",1,193,4408,19797146101.4438
"theta_1",1,194,3056,13640103964.8879
"theta_1",1,195,531,2172730174.67353
"theta_1",1,196,3477,14547187812.5777
"theta_1",1,197,4117,18469394613.753
"theta_1",1,198,8642,37415972314.1832
"theta_1",1,199,3086,13662790769.9622
"theta_1",1,200,3243,14995933284.2173
"theta_1",1,201,1505,6662157052.43702
"theta_1",1,202,4491,19689701288.9645
"theta_1",1,203,1874,8116811554.189
"theta_1",1,204,2416,10567338483.4293
"theta_1",1,205,2208,9325953458.0225
"theta_1",1,206,5790,25195916401.5258
"theta_1",1,207,1875,8096866168.24844
"theta_1",1,208,2145,9515275511.32298
"theta_1",1,209,2210,9475255870.22317
"theta_1",1,210,8461,38061611910.7913
"theta_1",1,211,8356,35969499330.1695
"theta_1",1,212,7652,32476726809.8011
"theta_1",1,213,4595,18952375873.3388
"theta_1",1,214,5693,25056525843.3671
"theta_1",1,215,7338,31184088577.6731
"theta_1",1,216,1577,6800217833.25832
"theta_1",1,217,10049,43840078108.1586
"theta_1",1,218,1986,9008672272.29012
"theta_1",1,219,3441,14546427435.4304
"theta_1",1,220,1185,5897669699.01243
"theta_1",1,221,1145,5009128809.66526
"theta_1",1,222,784,4063414766.54396
"theta_1",1,223,749,3413159493.79824
"theta_1",1,224,3834,17159583857.4814
"theta_1",1,225,2599,11217300537.2211
"theta_1",1,226,14611,65347434761.2027
"theta_1",1,227,2125,8761408061.10688
"theta_1",1,228,1735,6970415459.92454
"theta_1",1,229,986,4123704855.63968
"theta_1",1,230,1574,6442836319.62719
"theta_1",1,231,4668,20886009497.5419
"theta_1",1,232,1864,8103352930.02224
"theta_1",1,233,8031,33353946064.9002
"theta_1",1,234,3863,16569287166.4742
"theta_1",1,235,2313,9855431708.86898
"theta_1",1,236,2249,9317970050.26154
"theta_1",1,237,3088,13077776767.6007
"theta_1",1,238,3318,14704799466.5518
"theta_1",1,239,3931,16591620650.4758
"theta_1",1,240,5875,25391268504.7285
"theta_1",1,241,7722,35008105652.4819
"theta_1",1,242,4466,20386915751.7609
"theta_1",1,243,938,3964075404.67296
"theta_1",1,244,2478,10808253146.3592
"theta_1",1,245,2669,11378140342.1343
"theta_1",1,246,1494,6392274947.26471
"theta_1",1,247,1398,6479771172.68278
"theta_1",1,248,3975,17578106768.7668
"theta_1",1,249,6380,27037468082.4932
"theta_1",1,250,427,1869743884.50177
"theta_1",1,251,3028,13282441515.2362
"theta_1",1,252,1665,7408610321.33259
"theta_1",1,253,1332,5842472173.54815
"theta_1",1,254,1322,5837901006.45523
"theta_1",1,255,1444,6829690494.36289
"theta_1",1,256,3976,17823201855.8922
"theta_1",1,257,2202,9853160732.28397
"theta_1",1,258,4429,19594212174.6723
"theta_1",1,259,5005,22901152413.3012
"theta_1",1,260,3480,15160947704.7429
"theta_1",1,261,3103,13213845341.5629
"theta_1",1,262,4730,20978460676.0842
"theta_1",1,263,1648,7224500159.88972
"theta_1",1,264,1511,6972166450.14645
"theta_1",1,265,2678,11722258832.2123
"theta_1",1,266,5232,23638097759.9459
"theta_1",1,267,3501,15624002553.2884
"theta_1",1,268,1768,7577411335.79804
"theta_1",1,269,2331,10318392273.1871
"theta_1",1,270,3056,13219844749.2807
"theta_1",1,271,3710,16640247501.1157
"theta_1",1,272,4737,20465628894.4085
"theta_1",1,273,7969,34093268862.5322
"theta_1",1,274,856,3528861337.17581
"theta_1",1,275,2213,9754316181.89817
"theta_1",1,276,2976,12616580320.6244
"theta_1",1,277,3493,14615181484.735
"theta_1",1,278,1137,4566495801.3729
"theta_1",1,279,3479,14789569559.636
"theta_1",1,280,2575,11382237343.1782
"theta_1",1,281,2928,12761342120.1118
"theta_1",1,282,2294,9528136734.12294
"theta_1",1,283,2971,13738583293.5757
"theta_1",1,284,1073,5193938572.63809
"theta_1",1,285,1411,5949815041.13316
"theta_1",1,286,2839,12151445458.008
"theta_1",1,287,5575,24522407845.925
"theta_1",1,288,2814,12150065462.5731
"theta_1",1,289,3719,15732662810.6705
"theta_1",1,290,1164,5074559390.94146
"theta_1",1,291,2434,10223038976.8985
"theta_1",1,292,5108,22668007423.8561
"theta_1",1,293,5400,23716902864.3023
"theta_1",1,294,3228,14078802711.0313
"theta_1",1,295,8629,38168228209.6121
"theta_1",1,296,821,3468586691.31517
"theta_1",1,297,3274,14375482938.5536
"theta_1",1,298,6131,27797849836.9062
"theta_1",1,299,1554,6443967364.19903
"theta_1",1,300,2063,9707372100.92651
"theta_1",1,301,2050,9254718361.06105
"theta_1",1,302,5921,25641485961.9064
"theta_1",1,303,3028,13027175666.3959
"theta_1",1,304,2478,11570668245.743
"theta_1",1,305,2358,10243633203.9096
"theta_1",1,306,3008,13867639009.8884
"theta_1",1,307,1382,5473675918.3292
"theta_1",1,308,1089,4646725387.99894
"theta_1",1,309,1589,7107420336.03998
"theta_1",1,310,1877,8371546050.34394
"theta_1",1,311,2485,10443703377.4214
"theta_1",1,312,1045,4370664004.49907
"theta_1",1,313,4394,19667249967.1491
"theta_1",1,314,1591,6873190826.39403
"theta_1",1,315,5389,22439131546.3211
"theta_1",1,316,4985,23442414136.5612
"theta_1",1,317,3812,15888929584.9543
"theta_1",1,318,2935,13204711169.8491
"theta_1",1,319,1391,6136529839.74025
"theta_1",1,320,997,4283778324.51837
"theta_1",1,321,1805,7614363141.04373
"theta_1",1,322,1181,5379307172.67701
"theta_1",1,323,2863,12598325065.0868
"theta_1",1,324,2287,9867687072.27646
"theta_1",1,325,2163,9124652750.66641
"theta_1",1,326,1064,4554030558.40584
"theta_1",1,327,1000,4315200996.81326
"theta_1",1,328,1072,4407637087.05406
"theta_1",1,329,8068,36524362743.4428
"theta_1",1,330,3622,15708125885.4953
"theta_1",1,331,7984,34672446457.1063
"theta_1",1,332,6625,29917640796.3894
"theta_1",1,333,4110,18732110420.6995
"theta_1",1,334,5808,25857996042.0035
"theta_1",1,335,3676,15767792564.3648
"theta_1",1,336,903,4451564250.25631
"theta_1",1,337,2967,12659613525.7574
"theta_1",1,338,5066,21773170325.0152
"theta_1",1,339,2345,9728090010.8388
"theta_1",1,340,2572,11591598723.8424
"theta_1",1,341,2927,12722339250.1965
"theta_1",1,342,4875,21840875129.8219
"theta_1",1,343,7357,32719372089.7599
"theta_1",1,344,10734,47252372075.5687
"theta_1",1,345,2498,10850117013.8857
"theta_1",1,346,3841,17014396927.4679
"theta_1",1,347,1814,7842757093.61391
"theta_1",1,348,2182,9904232702.77673
"theta_1",1,349,6665,28704742028.3091
"theta_1",1,350,4353,19164249868.2291
"theta_1",1,351,4105,17406279627.463
"theta_1",1,352,5205,22724247794.0917
"theta_1",1,353,1937,9205601473.2746
"theta_1",1,354,4388,19011630594.5299
"theta_1",1,355,1200,5064358316.7272
"theta_1",1,356,6872,30402690167.7122
"theta_1",1,357,4033,18297905935.7509
"theta_1",1,358,2445,10920818885.2404
"theta_1",1,359,6022,26875625084.6265
"theta_1",1,360,2064,8746002934.77307
"theta_1",1,361,1159,5078367272.52512
"theta_1",1,362,2848,12540603988.9215
"theta_1",1,363,1441,6124510043.65999
"theta_1",1,364,716,2937537000.96295
"theta_1",1,365,2485,10731951478.1612
"theta_1",1,366,8921,40504534630.8991
"theta_1",1,367,1608,7442682615.44571
"theta_1",1,368,685,3436199727.58109
"theta_1",1,369,2031,8736462441.8231
"theta_1",1,370,5274,23711171255.7198
"theta_1",1,371,2835,11847046274.2212
"theta_1",1,372,653,2671708051.71101
"theta_1",1,373,1970,8628271288.97834
"theta_1",1,374,2588,11961375627.6042
"theta_1",1,375,2467,11104709067.9578
"theta_1",1,376,2070,9039200794.92855
"theta_1",1,377,5125,22610207334.7378
"theta_1",1,378,6562,28620436751.5493
"theta_1",1,379,3993,17488701803.9225
"theta_1",1,380,1410,5884939181.17004
"theta_1",1,381,13629,60651359763.705
"theta_1",1,382,2575,10780990445.5182
"theta_1",1,383,4270,20331034343.9566
"theta_1",1,384,4117,19042241511.5099
"theta_1",1,385,7371,32102348210.9731
"theta_1",1,386,2912,13043724465.377
"theta_1",1,387,1702,7260781476.49915
"theta_1",1,388,10116,45066414966.2937
"theta_1",1,389,5766,24909568770.2368
"theta_1",1,390,1633,7299101727.37167
"theta_1",1,391,7631,33088401942.7449
"theta_1",1,392,2469,10789149934.0894
"theta_1",1,393,868,3681958694.38385
"theta_1",1,394,4176,17997324802.2795
"theta_1",1,395,2230,9201168899.94151
"theta_1",1,396,2233,9630339255.84736
"theta_1",1,397,2146,9378501306.07775
"theta_1",1,398,8580,38198822428.4872
"theta_1",1,399,2000,8716175233.71739
"theta_1",1,400,6389,27626182809.7814
"theta_1",1,401,1942,8666475926.14902
"theta_1",1,402,7352,32493361684.8711
"theta_1",1,403,5999,26834833251.1526
"theta_1",1,404,1884,8211766974.73526
"theta_1",1,405,2417,10332719770.5043
"theta_1",1,406,12615,56358065581.9801
"theta_1",1,407,1559,6454798588.79285
"theta_1",1,408,96,467124236.897848
"theta_1",1,409,3573,15595300352.9376
"theta_1",1,410,1927,8737457776.0589
"theta_1",1,411,2803,11039694820.3145
"theta_1",1,412,4564,20032510612.3313
"theta_1",1,413,4372,19240615557.536
"theta_1",1,414,3388,14454352204.2532
"theta_1",1,415,3642,16521834159.1831
"theta_1",1,416,4252,18173785893.161
"theta_1",1,417,3048,13275552948.0898
"theta_1",1,418,5088,21981276739.9652
"theta_1",1,419,5041,22269481864.1524
"theta_1",1,420,4708,20809022250.1637
"theta_1",1,421,2854,12643787469.9261
"theta_1",1,422,2206,10297413351.9117
"theta_1",1,423,9601,42342601589.9213
"theta_1",1,424,1526,6743629682.80127
"theta_1",1,425,2727,11659364059.3992
"theta_1",1,426,6531,27968294322.1771
"theta_1",1,427,3034,12610174130.8803
"theta_1",1,428,5945,26455623480.2236
"theta_1",1,429,889,3696429550.70994
"theta_1",1,430,6022,26145562345.7122
"theta_1",1,431,922,3807786599.09716
"theta_1",1,432,813,3453988176.73721
"theta_1",1,433,3016,13764325717.9248
"theta_1",1,434,12637,55829332258.3631
"theta_1",1,435,3491,15046308223.4694
"theta_1",1,436,4889,20427431329.4773
"theta_1",1,437,8782,38735636040.735
"theta_1",1,438,5857,25523410905.738
"theta_1",1,439,5605,25158323641.8285
"theta_1",1,440,5347,22390279201.0781
"theta_1",1,441,3162,13937578381.1308
"theta_1",1,442,2110,8962798150.37943
"theta_1",1,443,722,3356596826.50254
"theta_1",1,444,1881,7905290271.69253
"theta_1",1,445,3760,15965502890.3466
"theta_1",1,446,2051,8139682360.76137
"theta_1",1,447,1916,8051931277.17095
"theta_1",1,448,4695,20481838933.4575
"theta_1",1,449,1563,6644687008.25877
"theta_1",1,450,1272,5675270408.47766
"theta_1",1,451,9225,39690089729.2346
"theta_1",1,452,3390,14425661787.7283
"theta_1",1,453,3323,13599346344.3094
"theta_1",1,454,1287,5704968441.64169
"theta_1",1,455,4189,18218075277.3262
"theta_1",1,456,3995,17165516722.1814
"theta_1",1,457,2358,10566247590.616
"theta_1",1,458,6490,27528003357.835
"theta_1",1,459,4112,17431121288.0803
"theta_1",1,460,5132,21058904569.8907
"theta_1",1,461,4119,17644158590.2407
"theta_1",1,462,5282,22855078097.543
"theta_1",1,463,6163,26779445098.5182
"theta_1",1,464,1679,7598812528.58061
"theta_1",1,465,7697,33033092185.4828
"theta_1",1,466,1957,8306805338.16561
"theta_1",1,467,3404,14461796689.4257
"theta_1",1,468,4081,17960747057.517
"theta_1",1,469,7301,31592053653.6313
"theta_1",1,470,544,2360146095.8264
"theta_1",1,471,3461,14775536179.9968
"theta_1",1,472,3488,13869922100.5
"theta_1",1,473,7328,32233655216.9134
"theta_1",1,474,4730,20244613757.8075
"theta_1",1,475,5961,25689836542.584
"theta_1",1,476,2207,10366145223.5883
"theta_1",1,477,8078,35676489702.7816
"theta_1",1,478,9790,41507116365.2557
"theta_1",1,479,493,2040276858.48309
"theta_1",1,480,8211,36323601985.2283
"theta_1",1,481,4245,18940187562.9666
"theta_1",1,482,2802,12498927416.38
"theta_1",1,483,5149,22220588115.196
"theta_1",1,484,5798,25772134496.7026
"theta_1",1,485,2593,11580240347.2313
"theta_1",1,486,3706,16741249930.6344
"theta_1",1,487,5347,23205962039.4887
"theta_1",1,488,3341,15328360230.4001
"theta_1",1,489,4709,19581511179.493
"theta_1",1,490,1495,6589878794.54077
"theta_1",1,491,5352,23906645184.9158
"theta_1",1,492,3145,13830375307.8113
"theta_1",1,493,2409,10804547595.8112
"theta_1",1,494,845,4005320420.20941
"theta_1",1,495,2001,8595701595.78218
"theta_1",1,496,1559,7462377122.43814
"theta_1",1,497,3840,16710251151.9237
"theta_1",1,498,920,3941817823.63687
"theta_1",1,499,9508,40741016851.6354
"theta_1",1,500,6661,29068076770.0886
"theta_1",1,501,6043,25532398500.8639
"theta_1",1,502,3221,13819441211.2832
"theta_1",1,503,11500,49144929050.8015
"theta_1",1,504,5189,23132792063.109
"theta_1",1,505,2782,12333050345.5622
"theta_1",1,506,5172,22678122840.5429
"theta_1",1,507,2611,11776884326.2243
"theta_1",1,508,1275,5786480260.17815
"theta_1",1,509,9891,44085183150.8439
"theta_1",1,510,8912,38333481657.2462
"theta_1",1,511,2073,8995437251.87382
"theta_1",1,512,2472,10405920174.4283
"theta_1",1,513,2307,10463033605.4562
"theta_1",1,514,3195,14305215025.5256
"theta_1",1,515,9136,39635940524.8157
"theta_1",1,516,2464,10168492806.7384
"theta_1",1,517,2648,11363370578.3583
"theta_1",1,518,6190,26204616345.6113
"theta_1",1,519,1886,7995130594.31151
"theta_1",1,520,6581,30108002109.4914
"theta_1",1,521,4206,18576631234.7979
"theta_1",1,522,13285,59167720062.6565
"theta_1",1,523,2199,9722461545.9214
"theta_1",1,524,1191,5099062177.86439
"theta_1",1,525,1605,6900785189.32029
"theta_1",1,526,1343,6416505177.28911
"theta_1",1,527,3973,17461844949.3132
"theta_1",1,528,3691,15402893733.7445
"theta_1",1,529,4930,21629660750.1392
"theta_1",1,530,3262,15079412022.4629
"theta_1",1,531,6341,27990171977.4337
"theta_1",1,532,5353,23370978721.6369
"theta_1",1,533,2814,12691034447.9996
"theta_1",1,534,2868,12820061894.024
"theta_1",1,535,5910,26562110503.4691
"theta_1",1,536,4524,19518750512.576
"theta_1",1,537,3840,16729182744.096
"theta_1",1,538,2089,9586217784.60601
"theta_1",1,539,3685,15891973302.2298
"theta_1",1,540,2118,8805382335.96786
"theta_1",1,541,4782,21413747251.5144
"theta_1",1,542,1872,7859241198.47635
"theta_1",1,543,4670,19733292315.5748
"theta_1",1,544,3659,15935344210.0018
"theta_1",1,545,4267,18965741304.3661
"theta_1",1,546,1453,6335298524.51752
"theta_1",1,547,2471,11805169568.6917
"theta_1",1,548,3375,16012715944.3867
"theta_1",1,549,4148,17607101544.6982
"theta_1",1,550,504,2204200602.8908
"theta_1",1,551,5363,23081178046.4869
"theta_1",1,552,5470,24808408015.1157
"theta_1",1,553,3734,16246866597.9025
"theta_1",1,554,1161,4820490028.49724
"theta_1",1,555,2233,9901788796.30644
"theta_1",1,556,6938,30056851916.2926
"theta_1",1,557,3372,14242321955.346
"theta_1",1,558,7427,32263882372.175
"theta_1",1,559,2831,11927268838.2686
"theta_1",1,560,4872,21524254920.5566
"theta_1",1,561,3257,14473127003.1951
"theta_1",1,562,3644,15440036056.2051
"theta_1",1,563,8765,38369912879.5181
"theta_1",1,564,3551,15262835742.1972
"theta_1",1,565,1976,8413249166.47861
"theta_1",1,566,2018,9004348586.74088
"theta_1",1,567,4093,17822356495.5883
"theta_1",1,568,2296,9818977986.35131
"theta_1",1,569,4692,20507098678.6031
"theta_1",1,570,2355,10092964709.7372
"theta_1",1,571,518,2000280481.79805
"theta_1",1,572,1130,4902453479.60261
"theta_1",1,573,2008,9239504927.49885
"theta_1",1,574,5623,24676751599.6603
"theta_1",1,575,3896,17229971684.35
"theta_1",1,576,3528,14959698366.722
"theta_1",1,577,3070,13154388772.136
"theta_1",1,578,1037,4526367582.73753
"theta_1",1,579,2836,12272236201.5555
"theta_1",1,580,1506,6804262156.1104
"theta_1",1,581,408,1996271632.17281
"theta_1",1,582,3382,14170935966.5421
"theta_1",1,583,3740,16238749649.799
"theta_1",1,584,1879,7961960736.53359
"theta_1",1,585,6184,27371987283.212
"theta_1",1,586,1495,6500106297.61748
"theta_1",1,587,1674,7413989851.76219
"theta_1",1,588,791,3524345428.10198
"theta_1",1,589,1438,6311836987.56736
"theta_1",1,590,1955,8703600174.36461
"theta_1",1,591,2689,11703470208.6766
"theta_1",1,592,8263,36136497303.5439
"theta_1",1,593,5121,21890049349.3378
"theta_1",1,594,2347,9847628948.37292
"theta_1",1,595,1039,4615967881.03197
"theta_1",1,596,2416,11463048794.8749
"theta_1",1,597,3630,15645422398.8129
"theta_1",1,598,450,2005662429.40674
"theta_1",1,599,3119,13537563564.8505
"theta_1",1,600,4192,19038492669.3559
"theta_1",1,601,1010,4039556560.56256
"theta_1",1,602,5129,22492703403.8846
"theta_1",1,603,1711,8029002046.8041
"theta_1",1,604,5597,24183253546.5019
"theta_1",1,605,1618,7487018788.02199
"theta_1",1,606,1225,5128671544.48667
"theta_1",1,607,1643,7590853150.08546
"theta_1",1,608,1117,4803675453.09613
"theta_1",1,609,3397,14695335442.5045
"theta_1",1,610,2087,9119673657.35077
"theta_1",1,611,6065,26517074779.1312
"theta_1",1,612,2323,10217385758.5804
"theta_1",1,613,7080,31036647414.8785
"theta_1",1,614,11823,51940032508.881
"theta_1",1,615,8940,39319322968.3972
"theta_1",1,616,11043,48187934148.8406
"theta_1",1,617,1959,7779576546.04983
"theta_1",1,618,2205,9767286167.58221
"theta_1",1,619,2870,12654113775.3857
"theta_1",1,620,1958,8276856065.46639
"theta_1",1,621,1633,6874632179.66849
"theta_1",1,622,1983,8783060877.83125
"theta_1",1,623,3316,15444960987.5948
"theta_1",1,624,4325,18535853927.6869
"theta_1",1,625,2227,9313731040.46913
"theta_1",1,626,1452,6026383842.01386
"theta_1",1,627,6806,28814200742.2849
"theta_1",1,628,6318,28523183114.7781
"theta_1",1,629,3441,14868862446.2602
"theta_1",1,630,2514,10652247855.0629
"theta_1",1,631,3922,18024252216.2953
"theta_1",1,632,4447,18995614381.9958
"theta_1",1,633,4275,18133282731.1053
"theta_1",1,634,2759,12140391140.6393
"theta_1",1,635,5741,24651607807.4914
"theta_1",1,636,2176,8910057732.07368
"theta_1",1,637,3369,15224491576.3869
"theta_1",1,638,1129,5359599005.2718
"theta_1",1,639,5568,23964761083.0295
"theta_1",1,640,3154,13894352010.7522
"theta_1",1,641,3283,13647113357.9273
"theta_1",1,642,750,3449079062.25522
"theta_1",1,643,6474,27571561417.0649
"theta_1",1,644,5630,25523273541.0288
"theta_1",1,645,6025,26294321058.3162
"theta_1",1,646,2898,13552543186.306
"theta_1",1,647,6893,31124274211.863
"theta_1",1,648,1681,7738217291.59759
"theta_1",1,649,5954,26550928315.7955
"theta_1",1,650,3218,14287821618.5748
"theta_1",1,651,3072,13330320398.3246
"theta_1",1,652,6971,29581588170.4908
"theta_1",1,653,1904,8237372867.92002
"theta_1",1,654,5475,23546427711.5371
"theta_1",1,655,2097,8899724641.29408
"theta_1",1,656,5055,22447516944.711
"theta_1",1,657,3324,14303609195.036
"theta_1",1,658,1989,8282745692.4341
"theta_1",1,659,1346,5661915189.63597
"theta_1",1,660,9709,42633208882.6656
"theta_1",1,661,544,2512916007.06991
"theta_1",1,662,4679,20357181345.6769
"theta_1",1,663,12905,55467810577.4089
"theta_1",1,664,1081,4800063144.30154
"theta_1",1,665,2317,9856739310.27801
"theta_1",1,666,3384,14624532745.8835
"theta_1",1,667,3050,13278306328.3762
"theta_1",1,668,4394,18424382920.8449
