"sim","total_loss"
562,1335144.09
563,1524979.37
564,1153740.09
565,1360126.07
566,1339248.95
567,1154234.15
568,1530779.11
569,1353269.79
570,1532414.11
571,1472468.83
572,1423935.47
573,1426879.8
574,1392753.84
575,1337214.95
576,1452642.34
577,1410005.01
578,1370228.83
579,1287793.85
580,1522829.23
581,1648286.05
582,1519753.26
583,1449083.77
584,1320850.15
585,1343120.87
586,1393685.06
587,1475120.04
588,1517723.34
589,1285439.01
590,1291083.37
591,1530755.59
592,1271415.18
593,1381688.48
594,1481936.59
595,1497147.96
596,1423922.09
597,1431720.18
598,1293508.62
599,1326596.9
600,1373166.57
601,1174997.43
602,1378985.24
603,1315473.26
604,1116694.14
605,1386461.72
606,1551243.51
607,1587977.97
608,1495212.57
609,1551555.34
610,1390087.79
611,1369715.21
612,1703332.33
613,1407216.03
614,1433620.96
615,1307126.35
616,1595803.91
617,1198183.73
618,1503199.12
619,1365701
620,1366274.74
621,1456473.21
622,1258313.71
623,1266739.26
624,1202369.86
625,1233722.11
626,1350489.89
627,1344586.44
628,1378693.91
629,1320027.67
630,1335693
631,1408072.37
632,1427682.51
633,1325829.43
634,1377504.36
635,1291566
636,1520479.14
637,1412080.44
638,1436893.12
639,1547420.95
640,1312596.47
641,1362573.14
642,1388063.25
643,1576198.92
644,1275705.75
645,1319690.09
646,1500623.83
647,1461091.08
648,1487514.01
649,1389659.45
650,1280098
651,1655294.08
652,1289431.47
653,1291710.71
654,1303349.58
655,1223343.99
656,1318537.66
657,1351536.87
658,1490032.28
659,1268106.5
660,1213688.77
661,1396641.67
662,1540369.21
663,1329350.23
664,1366984.58
665,1193723.09
666,1359881.66
667,1340545.15
668,1563344.83
669,1455871.82
670,1607733.49
671,1352537.85
672,1577971.13
673,1252413.24
674,1270581.77
675,1414368.78
676,1466655.35
677,1336676
678,1548581.06
679,1582056.46
680,1372694.16
681,1458218.78
682,1555659.02
683,1415820.44
684,1511621.97
685,1414306.7
686,1521303.51
687,1543144.65
688,1295964.8
689,1521447.86
690,1315651.03
691,1384841.4
692,1322684.38
693,1209542.04
694,1379078.71
695,1188471.59
696,1356878.41
697,1360603.07
698,1381303.05
699,1386480.77
700,1355004.97
701,1638704.52
702,1529545.54
703,1326048.59
704,1331965.81
705,1303603.71
706,1448101.51
707,1298164.52
708,1252712.81
709,1616727.79
710,1408700.86
711,1353005.7
712,1186730.54
713,1399360.57
714,1431153.12
715,1159968.65
716,1559512.81
717,1358365.3
718,1179831.41
719,1506691.04
720,1364085.31
721,1467313.62
722,1142811.72
723,1677011.72
724,1305157.82
725,1588272.03
726,1334349.09
727,1302117
728,1369038.67
729,1621412.96
730,1354851.51
731,1421653.75
732,1415811.11
733,1319138.92
734,1500391.79
735,1759825.47
736,1292224.31
737,1691619.06
738,1316197.48
739,1524259.24
740,1523260.07
741,1528713
742,1472266.71
743,1327710.03
744,1192008.5
745,1536455.85
746,1511824.33
747,1329138.11
748,1450392.06
749,1417038.14
750,1154627.85
751,1506905.8
752,1254506.28
753,1363294.53
754,1384975.29
755,1495022.43
756,1532167.96
757,1370470.06
758,1342323.98
759,1550903.55
760,1455577.56
761,1337406.55
762,1391698.54
763,1254404.22
764,1373143.04
765,1335093.75
766,1524569.8
767,1299099.17
768,1466231.17
769,1176760.5
770,1193306.47
771,1599015.62
772,1217325.91
773,1479508.08
774,1341192.39
775,1470416.6
776,1540272.3
777,1326111.97
778,1354239.74
779,1277987.45
780,1629747.85
781,1540793.64
782,1311612.29
783,1425234.66
784,1467828.01
785,1394495.22
786,1333555.51
787,1470486.13
788,1338848.28
789,1149702.3
790,1237305.68
791,1266704.64
792,1453994.69
793,1420850.85
794,1148611.16
795,1294876.72
796,1495920.23
797,1468365.76
798,1236842.27
799,1437232.66
800,1590408.03
801,1190459.22
802,1410430.56
803,1457625.02
804,1311416.22
805,1561531.38
806,1284282.33
807,1322137.18
808,1172881.42
809,1351330.66
810,1438020.77
811,1405427.53
812,1396642.41
813,1215204.21
814,1385743.13
815,1413138.66
816,1654710.82
817,1537541.53
818,1324038.62
819,1181740.05
820,1476618.2
821,1615429.6
822,1138151.13
823,1312775.25
824,1218644.47
825,1518269.08
826,1458875.15
827,1318616.54
828,1374823.57
829,1186405.34
830,1312141.47
831,1410393
832,1505376.47
833,1492005.17
834,1428573.7
835,1278525.4
836,1218213.16
837,1374223.28
838,1279339.3
839,1372893.84
840,1250812.07
841,1510613.41
842,1179698.7
843,1459003.73
844,1317283.59
845,1394833.45
846,1349617.48
847,1223162.16
848,1300054.89
849,1094467.16
850,1206287.75
851,1559475.93
852,1682253.35
853,1234292.08
854,1202502.96
855,1208289.89
856,1397813.51
857,1213451.89
858,1370081.52
859,1403850.49
860,1494723.58
861,1369559.28
862,1419256.15
863,1496334.95
864,1253306.47
865,1288244.66
866,1511408.9
867,1338223.38
868,1276440.07
869,1278188.37
870,1349137.58
871,1382975.79
872,1139235.64
873,1462047.86
874,1295061.74
875,1446029.07
876,1424985.26
877,1358519.52
878,1277927.54
879,1582243.11
880,1360250.7
881,1234301.94
882,1669196.6
883,1410021.5
884,1206000.21
885,1346875.24
886,1406171.13
887,1472994.73
888,1412598.4
889,1608035.85
890,1188134.81
891,1536926.26
892,1271615.16
893,1803429.78
894,1506924.89
895,1348060.9
896,1444338.23
897,1449960.75
898,1323468.06
899,1222453.93
900,1386447.84
901,1366180.56
902,1657259.83
903,1212962.54
904,1724258.67
905,1181470.12
906,1415909.69
907,1326608.33
908,1230241.6
909,1353667.36
910,1703515.98
911,1569293.09
912,1287674.14
913,1446087.34
914,1293180.8
915,1429263.77
916,1176258.19
917,1350214.78
918,1601492.06
919,1461014.25
920,1358838.54
921,1202213.48
922,1190713.38
923,1412389.76
924,1221276.34
925,1398288.92
926,1606369.65
927,1495443.41
928,1247897.79
929,1504001.88
930,1306383.58
931,1408652.4
932,1537861.96
933,1375644.27
934,1384895.04
935,1497122.08
936,1548963.79
937,1461152.73
938,1336660.38
939,1338479.37
940,1528870.69
941,1364799.44
942,1395576.39
943,1229002.71
944,1235902.89
945,1405518.73
946,1259454.63
947,1431008.03
948,1484110.51
949,1345828.07
950,1571837.01
951,1484359.81
952,1318021.73
953,1263971.88
954,1262637.4
955,1308875.94
956,1195479.98
957,1566820.39
958,1412502.8
959,1560342.31
960,1340624.61
961,1208230.15
962,1636708.22
963,1350356.32
964,1463007.14
965,1589011.69
966,1316504.5
967,1346475.89
968,1647051.88
969,1558043.88
970,1502649.61
971,1465397.82
972,1342493.23
973,1416736.61
974,1250513.01
975,1483981.81
976,1410142.14
977,1335626.07
978,1580521.87
979,1264368.57
980,1360240.99
981,1565909.05
982,1342119.09
983,1351870.13
984,1631934.25
985,1377545.04
986,1444403.17
987,1364632.66
988,1480028.25
989,1414161.99
990,1502110.42
991,1428006.1
992,1497791.31
993,1264778.89
994,1378064.97
995,1392915.35
996,1388480.91
997,1375582.08
998,1597887.2
999,1408666.04
1000,1528479.4
1001,1253899.92
1002,1266304.38
1003,1534321.46
1004,1370636.23
1005,1215200.54
1006,1380234.61
1007,1414507.39
1008,1318658.49
1009,1543424.38
1010,1307524.74
1011,1255928.58
1012,1358209.28
1013,1252642.7
1014,1515591.87
1015,1684438.21
1016,1544318.67
1017,1624519.91
1018,1575522.7
1019,1496512.86
1020,1280520.49
1021,1355375.43
1022,1346228.34
1023,1444321.22
1024,1685556.7
1025,1318538.04
1026,1283797.82
1027,1460975.7
1028,1426855.99
1029,1487284.35
1030,1514737.64
1031,1442966.93
1032,1317715.23
1033,1541369.32
1034,1290925.94
1035,1319558.9
1036,1225263.19
1037,1373324.76
1038,1477190.69
1039,1350339.11
1040,1446085.13
1041,1562915.26
1042,1402496.59
1043,1639415.99
1044,1345731.15
1045,1515649.83
1046,1329904.85
1047,1299991.73
1048,1354362.53
1049,1256051.08
1050,1420700.38
1051,1297429.72
1052,1578214.45
1053,1462244.95
1054,1255478.55
1055,1148522.07
1056,1371808.91
1057,1430507.92
1058,1331936.89
1059,1376171.9
1060,1245923.02
1061,1358227.51
1062,1348625
1063,1410691.74
1064,1353608.38
1065,1397901.13
1066,1509951.29
1067,1270593.33
1068,1375215.49
1069,1312978.53
1070,1524717.75
1071,1784018.26
1072,1393469.46
1073,1361639.67
1074,1399232.45
1075,1375958.13
1076,1737929.97
1077,1321533.32
1078,1507114.98
1079,1550232.48
1080,1601122.44
1081,1620777.11
1082,1268192.61
1083,1359061.35
1084,1154799.33
1085,1543243.51
1086,1542560.74
1087,1335527.08
1088,1360804.72
1089,1298875.89
1090,1268202.55
1091,1470324.28
1092,1407546.53
1093,1650331.23
1094,1313972.19
1095,1414622.54
1096,1689358.93
1097,1391110.9
1098,1331608.71
1099,1514414.82
1100,1387261.54
1101,1303742.14
1102,1497310.77
1103,1374299.59
1104,1570582.56
1105,1285977.39
1106,1427516.12
1107,1342934.09
1108,1480885.09
1109,1565707.46
1110,1416562.95
1111,1584616.95
1112,1377716.54
1113,1370567.44
1114,1495278.42
1115,1532064.34
1116,1305310.92
1117,1210628.49
1118,1439388.5
1119,1600544.21
1120,1262756.86
1121,1336988.11
1122,1361196.85
1123,1340457.81
1124,1284185.84
1125,1444039.89
1126,1311258.29
1127,1430324.72
1128,1342247.21
1129,1452659.4
1130,1208655.82
1131,1512269.94
1132,1572961.3
1133,1311545.09
1134,1272496.62
1135,1311605.85
1136,1546478.81
1137,1472256.99
1138,1392314.95
1139,1504111.14
1140,1220960.22
1141,1230505.65
1142,1349630.6
1143,1376811.38
1144,1337873.97
1145,1534136.66
1146,1437469.23
1147,1331565.34
1148,1400734.32
1149,1327163.99
1150,1461434.05
1151,1326367.97
1152,1322182.88
1153,1446697.54
1154,1566554.14
1155,1269941.67
1156,1403841.19
1157,1453559.14
1158,1383317.82
1159,1320917.34
1160,1207932.86
1161,1319493.94
1162,1399569.03
1163,1360818.24
1164,1347473.94
1165,1432878.5
1166,1494477.92
1167,1651726.41
1168,1517941.23
1169,1297105.72
1170,1281901.36
1171,1491903.75
1172,1290534.75
1173,1218602.27
1174,1134332.03
1175,1502111.37
1176,1276030.62
1177,1290514.3
1178,1369246.95
1179,1422918.41
1180,1417351.91
1181,1312837.58
1182,1163950.34
1183,1198378.67
1184,1485882.17
1185,1452503.78
1186,1285105.87
1187,1387426.6
1188,1312796.58
1189,1742408.76
1190,1440459.28
1191,1493675.97
1192,1574628.39
1193,1431341.77
1194,1578827.09
1195,1204022.68
1196,1591817.01
1197,1220778.42
1198,1233728.27
1199,1322639.85
1200,1733796.46
1201,1561693.7
1202,1480438.7
1203,1576903.42
1204,1561993.56
1205,1390981.75
1206,1378233.95
1207,1341434.16
1208,1354232.74
1209,1300373.6
1210,1230481.09
1211,1263282.5
1212,1220225.93
1213,1523666.2
1214,1354231.97
1215,1353332.13
1216,1378357.85
1217,1275840.72
1218,1422648.71
1219,1354619.87
1220,1515596.34
1221,1417323.64
1222,1461765.03
1223,1341290.42
1224,1337010.55
1225,1317559.68
1226,1310244.19
1227,1395628.43
1228,1374295.66
1229,1350001.99
1230,1314493.48
1231,1399895.32
1232,1373255.52
1233,1889729.59
1234,1317369.17
1235,1232515.11
1236,1319260.66
1237,1373983.71
1238,1449468.61
1239,1408269.16
1240,1237828.48
1241,1310250.56
1242,1240918.76
1243,1465107.73
1244,1365807.45
1245,1608210.45
1246,1318313.9
1247,1401203.54
1248,1411846.3
1249,1530665.49
1250,1271479.69
1251,1438720.26
1252,1465876.63
1253,1589251.31
1254,1283564.5
1255,1526371.01
1256,1231411.75
1257,1525718.92
1258,1448674.22
1259,1532199.64
1260,1321493.41
1261,1508379.23
1262,1495033
1263,1316069.02
1264,1454404.65
1265,1454235.64
1266,1333183.21
1267,1598704.44
1268,1250853.97
1269,1544203.72
1270,1420953.05
1271,1419418.78
1272,1454678.56
1273,1153494.86
1274,1355334.95
1275,1419428.13
1276,1379442.81
1277,1500901.16
1278,1473624.58
1279,1319543.73
1280,1367615.78
1281,1348227.73
1282,1279538.89
1283,1433315.2
1284,1257392.84
1285,1527484.6
1286,1382405.52
1287,1427544.72
1288,1316542.03
1289,1456839.12
1290,1809637.17
1291,1602951.83
1292,1491964.05
1293,1472130.19
1294,1577933.17
1295,1197892.13
1296,1182735.3
1297,1325114.83
1298,1385545.13
1299,1424810.05
1300,1386813.62
1301,1486075.64
1302,1233570.35
1303,1373921.56
1304,1435282.07
1305,1235074.56
1306,1421629.86
1307,1350441.66
1308,1396341.3
1309,1284598.35
1310,1432150.4
1311,1242193.5
1312,1444146.93
1313,1326913.69
1314,1307375.2
1315,1450251.76
1316,1335647.1
1317,1461289.01
1318,1180736.06
1319,1248686.09
1320,1341543.58
1321,1357374.41
1322,1311895.53
1323,1130110.69
1324,1316726.76
1325,1474562.81
1326,1396881.18
1327,1431925.53
1328,1394478.36
1329,1433983.02
1330,1328478.69
1331,1515134.77
1332,1523491.4
1333,1226883.05
1334,1353167.14
1335,1241670.79
1336,1378887.85
1337,1393993.69
1338,1335998.36
1339,1209742.87
1340,1465389.43
1341,1399996.1
1342,1436154.69
1343,1410653.6
1344,1669847.17
1345,1281547.13
1346,1279896.46
1347,1353530.76
1348,1337033.22
1349,1573476.07
1350,1470942.96
1351,1398044.75
1352,1203620.87
1353,1312571.53
1354,1320970.65
1355,1416066.29
1356,1305033.71
1357,1219207.85
1358,1305613.11
1359,1380422.88
1360,1292829.07
1361,1211762.89
1362,1260756.6
1363,1453690.93
1364,1356034.37
1365,1348463.31
1366,1214373.62
1367,1180931.01
1368,1292919.49
1369,1390054.96
1370,1204029.95
1371,1197237.48
1372,1470782.21
1373,1527612.59
1374,1479172.8
1375,1259141.26
1376,1282469.02
1377,1746214.25
1378,1464095.94
1379,1135081.15
1380,1360465.35
1381,1411961.3
1382,1200410.11
1383,1276958
1384,1432645.67
1385,1373324.68
1386,1315120.05
1387,1332963.68
1388,1665724.05
1389,1596009.68
1390,1332252.25
1391,1251257.6
1392,1359675.07
1393,1468711.03
1394,1478222.04
1395,1472060.17
1396,1603748.64
1397,1552378.77
1398,1365433.65
1399,1434329.52
1400,1302271.31
1401,1484975.4
1402,1247736.69
1403,1259878.93
1404,1372775.92
1405,1528578.2
1406,1233947.64
1407,1214670.97
1408,1327242.8
1409,1224593.76
1410,1238263.04
1411,1383207.83
1412,1362607.13
1413,1225382.82
1414,1208590.17
1415,1392550.94
1416,1070533.19
1417,1291762.2
1418,1606036.4
1419,1269586.62
1420,1145927.24
1421,1207653.61
1422,1329018.18
1423,1480154.61
1424,1465742.75
1425,1488298.65
1426,1231544.46
1427,1301967.99
1428,1285746.37
1429,1510569.45
1430,1315725.06
1431,1410978.73
1432,1544252.69
1433,1615804.5
1434,1510150.52
1435,1487395.31
1436,1362403.06
1437,1536731.71
1438,1679254.28
1439,1335788.04
1440,1187488.19
1441,1197425.67
1442,1308558.37
1443,1512902.25
1444,1336616.44
1445,1312933.02
1446,1576092.07
1447,1346817
1448,1508031.45
1449,1398855.42
1450,1408509.48
1451,1440468.59
1452,1376236.93
1453,1637657.25
1454,1414907.48
1455,1317866.01
1456,1159981.98
1457,1220419.83
1458,1248801.4
1459,1330740.44
1460,1355286.64
1461,1496459.72
1462,1243233.87
1463,1544055.38
1464,1345064.1
1465,1407509.25
1466,1632013.71
1467,1529312.71
1468,1483942.85
1469,1361892.39
1470,1413042.48
1471,1388382.08
1472,1212054.21
1473,1516377.15
1474,1413724.93
1475,1047430.59
1476,1559353.18
1477,1117449.61
1478,1168997.84
1479,1246845.42
1480,1370064.81
1481,1292180.7
1482,1434736.92
1483,1296652.94
1484,1403576.08
1485,1380537.21
1486,1445732.16
1487,1556529.36
1488,1674565.71
1489,1370368.1
1490,1263869.15
1491,1214948.35
1492,1615997.04
1493,1194898.26
1494,1420324.71
1495,1256326.82
1496,1209780.01
1497,1449851.49
1498,1596912.48
1499,1523253.61
1500,1180160.24
1501,1286499.82
1502,1323341.41
1503,1241529.74
1504,1398294.71
1505,1218577.06
1506,1396848.15
1507,1379664.39
1508,1376595.39
1509,1341071.69
1510,1300045.14
1511,1381612.82
1512,1707785.7
1513,1518550.03
1514,1653381.71
1515,1358905.28
1516,1285366.55
1517,1503944.47
1518,1344358.73
1519,1538339.86
1520,1287098.91
1521,1548501.79
1522,1450853
1523,1611992.57
1524,1257822.41
1525,1172884.83
1526,1447631.2
1527,1435641.09
1528,1213241.62
1529,1428977.6
1530,1438087.84
1531,1203981.07
1532,1673479.33
1533,1188881.39
1534,1444202.59
1535,1479591.17
1536,1461745.25
1537,1247917.99
1538,1425032.23
1539,1293781.72
1540,1446859.16
1541,1468003.79
1542,1426960.4
1543,1326036.19
1544,1208203.25
1545,1575250.21
1546,1521950.23
1547,1463058.9
1548,1322395.69
1549,1170952.65
1550,1196496.8
1551,1287072.04
1552,1298575.36
1553,1464303.91
1554,1514982.57
1555,1271724.28
1556,1402679.32
1557,1508256.3
1558,1621243.15
1559,1210777.76
1560,1446189.39
1561,1359194.84
1562,1123069.87
1563,1264208.78
1564,1531855.06
1565,1473322.76
1566,1350891.64
1567,1353061.8
1568,1297171.89
1569,1239330.82
1570,1404769.33
1571,1253122.8
1572,1325358.69
1573,1479513.14
1574,1361823.73
1575,1344921.88
1576,1579518.07
1577,1246950.94
1578,1390133.27
1579,1385772.38
1580,1242977.13
1581,1335410.12
1582,1500332.2
1583,1394615.61
1584,1322832.41
1585,1319793.79
1586,1534222.34
1587,1276083.21
1588,1329924.57
1589,1337434.82
1590,1296895.25
1591,1657577.53
1592,1224677.48
1593,1425241.77
1594,1429323.03
1595,1339465.42
1596,1493107.41
1597,1471720.3
1598,1545730.15
1599,1365605.91
1600,1211938.35
1601,1450933.4
1602,1358504.3
1603,1365199.68
1604,1564666.85
1605,1471620.55
1606,1415265.64
1607,1266111.2
1608,1424405.16
1609,1412592.36
1610,1376166.61
1611,1436744.5
1612,1285580.87
1613,1435791.19
1614,1184987.28
1615,1462441.38
1616,1547578.66
1617,1358352.45
1618,1508502.09
1619,1271577.17
1620,1330486.56
1621,1530641.15
1622,1351905.44
1623,1479570.47
1624,1397640.58
1625,1291532.45
1626,1472295.87
1627,1422040.05
1628,1226256.58
1629,1433654.21
1630,1416998.34
1631,1385518.7
1632,1391497.68
1633,1504109.01
1634,1492181.75
1635,1186494.44
1636,1313648.93
1637,1526122.76
1638,1297267.79
1639,1402330.13
1640,1497977.07
1641,1406636.61
1642,1577787.17
1643,1553374.09
1644,1374721.13
1645,1535128.8
1646,1473233.72
1647,1370546.34
1648,1235010.31
1649,1272033.87
1650,1274488.97
1651,1458442.73
1652,1468187.66
1653,1239300.33
1654,1287142.62
1655,1508546.85
1656,1356565.84
1657,1517963.43
1658,1579260.52
1659,1580994.42
1660,1412324.48
1661,1303457.72
1662,1536665.47
1663,1395633.3
1664,1342714.1
1665,1273411.12
1666,1401176.91
1667,1270747.59
1668,1280436.77
